symptom,duration,interpretation,risk_level,clinical_category,emergency_flag
Depression,1-2 Weeks,Possible Infection,High,Respiratory,No
Depression,1-2 Weeks,Monitor Symptoms,Critical,Cardiac,Yes
Depression,1-2 Weeks,Requires Clinical Evaluation,Low,Neurological,No
Depression,1-2 Weeks,Chronic Condition Suspected,Medium,Gi,Yes
Depression,1-2 Weeks,Emergency Evaluation Needed,High,General,No
Depression,1-2 Weeks,Lifestyle-Related Issue Possible,Critical,Respiratory,Yes
Depression,1-2 Weeks,Underlying Disease Progression,Low,Cardiac,No
Depression,2-4 Weeks,Acute Condition Likely,Medium,Neurological,Yes
Depression,2-4 Weeks,Possible Infection,High,Gi,No
Depression,2-4 Weeks,Monitor Symptoms,Critical,General,Yes
Depression,2-4 Weeks,Requires Clinical Evaluation,Low,Respiratory,No
Depression,2-4 Weeks,Chronic Condition Suspected,Medium,Cardiac,Yes
Depression,2-4 Weeks,Emergency Evaluation Needed,High,Neurological,No
Depression,2-4 Weeks,Lifestyle-Related Issue Possible,Critical,Gi,Yes
Depression,2-4 Weeks,Underlying Disease Progression,Low,General,No
Depression,1-3 Months,Acute Condition Likely,Medium,Respiratory,Yes
Depression,1-3 Months,Possible Infection,High,Cardiac,No
Depression,1-3 Months,Monitor Symptoms,Critical,Neurological,Yes
Depression,1-3 Months,Requires Clinical Evaluation,Low,Gi,No
Depression,1-3 Months,Chronic Condition Suspected,Medium,General,Yes
Depression,1-3 Months,Emergency Evaluation Needed,High,Respiratory,No
Depression,1-3 Months,Lifestyle-Related Issue Possible,Critical,Cardiac,Yes
Depression,1-3 Months,Underlying Disease Progression,Low,Neurological,No
Depression,Chronic (>3 Months),Acute Condition Likely,Medium,Gi,Yes
Depression,Chronic (>3 Months),Possible Infection,High,General,No
Depression,Chronic (>3 Months),Monitor Symptoms,Critical,Respiratory,Yes
Depression,Chronic (>3 Months),Requires Clinical Evaluation,Low,Cardiac,No
Depression,Chronic (>3 Months),Chronic Condition Suspected,Medium,Neurological,Yes
Depression,Chronic (>3 Months),Emergency Evaluation Needed,High,Gi,No
Depression,Chronic (>3 Months),Lifestyle-Related Issue Possible,Critical,General,Yes
Depression,Chronic (>3 Months),Underlying Disease Progression,Low,Respiratory,No
Anxiety,< 1 Day,Acute Condition Likely,Medium,Cardiac,Yes
Anxiety,< 1 Day,Possible Infection,High,Neurological,No
Anxiety,< 1 Day,Monitor Symptoms,Critical,Gi,Yes
Anxiety,< 1 Day,Requires Clinical Evaluation,Low,General,No
Anxiety,< 1 Day,Chronic Condition Suspected,Medium,Respiratory,Yes
Anxiety,< 1 Day,Emergency Evaluation Needed,High,Cardiac,No
Anxiety,< 1 Day,Lifestyle-Related Issue Possible,Critical,Neurological,Yes
Anxiety,< 1 Day,Underlying Disease Progression,Low,Gi,No
Anxiety,1-3 Days,Acute Condition Likely,Medium,General,Yes
Anxiety,1-3 Days,Possible Infection,High,Respiratory,No
Anxiety,1-3 Days,Monitor Symptoms,Critical,Cardiac,Yes
Anxiety,1-3 Days,Requires Clinical Evaluation,Low,Neurological,No
Anxiety,1-3 Days,Chronic Condition Suspected,Medium,Gi,Yes
Anxiety,1-3 Days,Emergency Evaluation Needed,High,General,No
Anxiety,1-3 Days,Lifestyle-Related Issue Possible,Critical,Respiratory,Yes
Anxiety,1-3 Days,Underlying Disease Progression,Low,Cardiac,No
Anxiety,3-7 Days,Acute Condition Likely,Medium,Neurological,Yes
Anxiety,3-7 Days,Possible Infection,High,Gi,No
Anxiety,3-7 Days,Monitor Symptoms,Critical,General,Yes
Anxiety,3-7 Days,Requires Clinical Evaluation,Low,Respiratory,No
Anxiety,3-7 Days,Chronic Condition Suspected,Medium,Cardiac,Yes
Anxiety,3-7 Days,Emergency Evaluation Needed,High,Neurological,No
Anxiety,3-7 Days,Lifestyle-Related Issue Possible,Critical,Gi,Yes
Anxiety,3-7 Days,Underlying Disease Progression,Low,General,No
Anxiety,1-2 Weeks,Acute Condition Likely,Medium,Respiratory,Yes
Anxiety,1-2 Weeks,Possible Infection,High,Cardiac,No
Anxiety,1-2 Weeks,Monitor Symptoms,Critical,Neurological,Yes
Anxiety,1-2 Weeks,Requires Clinical Evaluation,Low,Gi,No
Anxiety,1-2 Weeks,Chronic Condition Suspected,Medium,General,Yes
Anxiety,1-2 Weeks,Emergency Evaluation Needed,High,Respiratory,No
Anxiety,1-2 Weeks,Lifestyle-Related Issue Possible,Critical,Cardiac,Yes
Anxiety,1-2 Weeks,Underlying Disease Progression,Low,Neurological,No
Anxiety,2-4 Weeks,Acute Condition Likely,Medium,Gi,Yes
Anxiety,2-4 Weeks,Possible Infection,High,General,No
Anxiety,2-4 Weeks,Monitor Symptoms,Critical,Respiratory,Yes
Anxiety,2-4 Weeks,Requires Clinical Evaluation,Low,Cardiac,No
Anxiety,2-4 Weeks,Chronic Condition Suspected,Medium,Neurological,Yes
Anxiety,2-4 Weeks,Emergency Evaluation Needed,High,Gi,No
Anxiety,2-4 Weeks,Lifestyle-Related Issue Possible,Critical,General,Yes
Anxiety,2-4 Weeks,Underlying Disease Progression,Low,Respiratory,No
Anxiety,1-3 Months,Acute Condition Likely,Medium,Cardiac,Yes
Anxiety,1-3 Months,Possible Infection,High,Neurological,No
Anxiety,1-3 Months,Monitor Symptoms,Critical,Gi,Yes
Anxiety,1-3 Months,Requires Clinical Evaluation,Low,General,No
Anxiety,1-3 Months,Chronic Condition Suspected,Medium,Respiratory,Yes
Anxiety,1-3 Months,Emergency Evaluation Needed,High,Cardiac,No
Anxiety,1-3 Months,Lifestyle-Related Issue Possible,Critical,Neurological,Yes
Anxiety,1-3 Months,Underlying Disease Progression,Low,Gi,No
Anxiety,Chronic (>3 Months),Acute Condition Likely,Medium,General,Yes
Anxiety,Chronic (>3 Months),Possible Infection,High,Respiratory,No
Anxiety,Chronic (>3 Months),Monitor Symptoms,Critical,Cardiac,Yes
Anxiety,Chronic (>3 Months),Requires Clinical Evaluation,Low,Neurological,No
Anxiety,Chronic (>3 Months),Chronic Condition Suspected,Medium,Gi,Yes
Anxiety,Chronic (>3 Months),Emergency Evaluation Needed,High,General,No
Anxiety,Chronic (>3 Months),Lifestyle-Related Issue Possible,Critical,Respiratory,Yes
Anxiety,Chronic (>3 Months),Underlying Disease Progression,Low,Cardiac,No
Insomnia,< 1 Day,Acute Condition Likely,Medium,Neurological,Yes
Insomnia,< 1 Day,Possible Infection,High,Gi,No
Insomnia,< 1 Day,Monitor Symptoms,Critical,General,Yes
Insomnia,< 1 Day,Requires Clinical Evaluation,Low,Respiratory,No
Insomnia,< 1 Day,Chronic Condition Suspected,Medium,Cardiac,Yes
Insomnia,< 1 Day,Emergency Evaluation Needed,High,Neurological,No
Insomnia,< 1 Day,Lifestyle-Related Issue Possible,Critical,Gi,Yes
Insomnia,< 1 Day,Underlying Disease Progression,Low,General,No
Insomnia,1-3 Days,Acute Condition Likely,Medium,Respiratory,Yes
Insomnia,1-3 Days,Possible Infection,High,Cardiac,No
Insomnia,1-3 Days,Monitor Symptoms,Critical,Neurological,Yes
Insomnia,1-3 Days,Requires Clinical Evaluation,Low,Gi,No
Insomnia,1-3 Days,Chronic Condition Suspected,Medium,General,Yes
Insomnia,1-3 Days,Emergency Evaluation Needed,High,Respiratory,No
Insomnia,1-3 Days,Lifestyle-Related Issue Possible,Critical,Cardiac,Yes
Insomnia,1-3 Days,Underlying Disease Progression,Low,Neurological,No
Insomnia,3-7 Days,Acute Condition Likely,Medium,Gi,Yes
Insomnia,3-7 Days,Possible Infection,High,General,No
Insomnia,3-7 Days,Monitor Symptoms,Critical,Respiratory,Yes
Insomnia,3-7 Days,Requires Clinical Evaluation,Low,Cardiac,No
Insomnia,3-7 Days,Chronic Condition Suspected,Medium,Neurological,Yes
Insomnia,3-7 Days,Emergency Evaluation Needed,High,Gi,No
Insomnia,3-7 Days,Lifestyle-Related Issue Possible,Critical,General,Yes
Insomnia,3-7 Days,Underlying Disease Progression,Low,Respiratory,No
Insomnia,1-2 Weeks,Acute Condition Likely,Medium,Cardiac,Yes
Insomnia,1-2 Weeks,Possible Infection,High,Neurological,No
Insomnia,1-2 Weeks,Monitor Symptoms,Critical,Gi,Yes
Insomnia,1-2 Weeks,Requires Clinical Evaluation,Low,General,No
Insomnia,1-2 Weeks,Chronic Condition Suspected,Medium,Respiratory,Yes
Insomnia,1-2 Weeks,Emergency Evaluation Needed,High,Cardiac,No
Insomnia,1-2 Weeks,Lifestyle-Related Issue Possible,Critical,Neurological,Yes
Insomnia,1-2 Weeks,Underlying Disease Progression,Low,Gi,No
Insomnia,2-4 Weeks,Acute Condition Likely,Medium,General,Yes
Insomnia,2-4 Weeks,Possible Infection,High,Respiratory,No
Insomnia,2-4 Weeks,Monitor Symptoms,Critical,Cardiac,Yes
Insomnia,2-4 Weeks,Requires Clinical Evaluation,Low,Neurological,No
Insomnia,2-4 Weeks,Chronic Condition Suspected,Medium,Gi,Yes
Insomnia,2-4 Weeks,Emergency Evaluation Needed,High,General,No
Insomnia,2-4 Weeks,Lifestyle-Related Issue Possible,Critical,Respiratory,Yes
Insomnia,2-4 Weeks,Underlying Disease Progression,Low,Cardiac,No
Insomnia,1-3 Months,Acute Condition Likely,Medium,Neurological,Yes
Insomnia,1-3 Months,Possible Infection,High,Gi,No
Insomnia,1-3 Months,Monitor Symptoms,Critical,General,Yes
Insomnia,1-3 Months,Requires Clinical Evaluation,Low,Respiratory,No
Insomnia,1-3 Months,Chronic Condition Suspected,Medium,Cardiac,Yes
Insomnia,1-3 Months,Emergency Evaluation Needed,High,Neurological,No
Insomnia,1-3 Months,Lifestyle-Related Issue Possible,Critical,Gi,Yes
Insomnia,1-3 Months,Underlying Disease Progression,Low,General,No
Insomnia,Chronic (>3 Months),Acute Condition Likely,Medium,Respiratory,Yes
Insomnia,Chronic (>3 Months),Possible Infection,High,Cardiac,No
Insomnia,Chronic (>3 Months),Monitor Symptoms,Critical,Neurological,Yes
Insomnia,Chronic (>3 Months),Requires Clinical Evaluation,Low,Gi,No
Insomnia,Chronic (>3 Months),Chronic Condition Suspected,Medium,General,Yes
Insomnia,Chronic (>3 Months),Emergency Evaluation Needed,High,Respiratory,No
Insomnia,Chronic (>3 Months),Lifestyle-Related Issue Possible,Critical,Cardiac,Yes
Insomnia,Chronic (>3 Months),Underlying Disease Progression,Low,Neurological,No
Hair Loss,< 1 Day,Acute Condition Likely,Medium,Gi,Yes
Hair Loss,< 1 Day,Possible Infection,High,General,No
Hair Loss,< 1 Day,Monitor Symptoms,Critical,Respiratory,Yes
Hair Loss,< 1 Day,Requires Clinical Evaluation,Low,Cardiac,No
Hair Loss,< 1 Day,Chronic Condition Suspected,Medium,Neurological,Yes
Hair Loss,< 1 Day,Emergency Evaluation Needed,High,Gi,No
Hair Loss,< 1 Day,Lifestyle-Related Issue Possible,Critical,General,Yes
Hair Loss,< 1 Day,Underlying Disease Progression,Low,Respiratory,No
Hair Loss,1-3 Days,Acute Condition Likely,Medium,Cardiac,Yes
Hair Loss,1-3 Days,Possible Infection,High,Neurological,No
Hair Loss,1-3 Days,Monitor Symptoms,Critical,Gi,Yes
Hair Loss,1-3 Days,Requires Clinical Evaluation,Low,General,No
Hair Loss,1-3 Days,Chronic Condition Suspected,Medium,Respiratory,Yes
Hair Loss,1-3 Days,Emergency Evaluation Needed,High,Cardiac,No
Hair Loss,1-3 Days,Lifestyle-Related Issue Possible,Critical,Neurological,Yes
Hair Loss,1-3 Days,Underlying Disease Progression,Low,Gi,No
Hair Loss,3-7 Days,Acute Condition Likely,Medium,General,Yes
Hair Loss,3-7 Days,Possible Infection,High,Respiratory,No
Hair Loss,3-7 Days,Monitor Symptoms,Critical,Cardiac,Yes
Hair Loss,3-7 Days,Requires Clinical Evaluation,Low,Neurological,No
Hair Loss,3-7 Days,Chronic Condition Suspected,Medium,Gi,Yes
Hair Loss,3-7 Days,Emergency Evaluation Needed,High,General,No
Hair Loss,3-7 Days,Lifestyle-Related Issue Possible,Critical,Respiratory,Yes
Hair Loss,3-7 Days,Underlying Disease Progression,Low,Cardiac,No
Hair Loss,1-2 Weeks,Acute Condition Likely,Medium,Neurological,Yes
Hair Loss,1-2 Weeks,Possible Infection,High,Gi,No
Hair Loss,1-2 Weeks,Monitor Symptoms,Critical,General,Yes
Hair Loss,1-2 Weeks,Requires Clinical Evaluation,Low,Respiratory,No
Hair Loss,1-2 Weeks,Chronic Condition Suspected,Medium,Cardiac,Yes
Hair Loss,1-2 Weeks,Emergency Evaluation Needed,High,Neurological,No
Hair Loss,1-2 Weeks,Lifestyle-Related Issue Possible,Critical,Gi,Yes
Hair Loss,1-2 Weeks,Underlying Disease Progression,Low,General,No
Hair Loss,2-4 Weeks,Acute Condition Likely,Medium,Respiratory,Yes
Hair Loss,2-4 Weeks,Possible Infection,High,Cardiac,No
Hair Loss,2-4 Weeks,Monitor Symptoms,Critical,Neurological,Yes
Hair Loss,2-4 Weeks,Requires Clinical Evaluation,Low,Gi,No
Hair Loss,2-4 Weeks,Chronic Condition Suspected,Medium,General,Yes
Hair Loss,2-4 Weeks,Emergency Evaluation Needed,High,Respiratory,No
Hair Loss,2-4 Weeks,Lifestyle-Related Issue Possible,Critical,Cardiac,Yes
Hair Loss,2-4 Weeks,Underlying Disease Progression,Low,Neurological,No
Hair Loss,1-3 Months,Acute Condition Likely,Medium,Gi,Yes
Hair Loss,1-3 Months,Possible Infection,High,General,No
Hair Loss,1-3 Months,Monitor Symptoms,Critical,Respiratory,Yes
Hair Loss,1-3 Months,Requires Clinical Evaluation,Low,Cardiac,No
Hair Loss,1-3 Months,Chronic Condition Suspected,Medium,Neurological,Yes
Hair Loss,1-3 Months,Emergency Evaluation Needed,High,Gi,No
Hair Loss,1-3 Months,Lifestyle-Related Issue Possible,Critical,General,Yes
Hair Loss,1-3 Months,Underlying Disease Progression,Low,Respiratory,No
Hair Loss,Chronic (>3 Months),Acute Condition Likely,Medium,Cardiac,Yes
Hair Loss,Chronic (>3 Months),Possible Infection,High,Neurological,No
Hair Loss,Chronic (>3 Months),Monitor Symptoms,Critical,Gi,Yes
Hair Loss,Chronic (>3 Months),Requires Clinical Evaluation,Low,General,No
Hair Loss,Chronic (>3 Months),Chronic Condition Suspected,Medium,Respiratory,Yes
Hair Loss,Chronic (>3 Months),Emergency Evaluation Needed,High,Cardiac,No
Hair Loss,Chronic (>3 Months),Lifestyle-Related Issue Possible,Critical,Neurological,Yes
Hair Loss,Chronic (>3 Months),Underlying Disease Progression,Low,Gi,No
Nausea,< 1 Day,Acute Condition Likely,Medium,General,Yes
Nausea,< 1 Day,Possible Infection,High,Respiratory,No
Nausea,< 1 Day,Monitor Symptoms,Critical,Cardiac,Yes
Nausea,< 1 Day,Requires Clinical Evaluation,Low,Neurological,No
Nausea,< 1 Day,Chronic Condition Suspected,Medium,Gi,Yes
Nausea,< 1 Day,Emergency Evaluation Needed,High,General,No
Nausea,< 1 Day,Lifestyle-Related Issue Possible,Critical,Respiratory,Yes
Nausea,< 1 Day,Underlying Disease Progression,Low,Cardiac,No
Nausea,1-3 Days,Acute Condition Likely,Medium,Neurological,Yes
Nausea,1-3 Days,Possible Infection,High,Gi,No
Nausea,1-3 Days,Monitor Symptoms,Critical,General,Yes
Nausea,1-3 Days,Requires Clinical Evaluation,Low,Respiratory,No
Nausea,1-3 Days,Chronic Condition Suspected,Medium,Cardiac,Yes
Nausea,1-3 Days,Emergency Evaluation Needed,High,Neurological,No
Nausea,1-3 Days,Lifestyle-Related Issue Possible,Critical,Gi,Yes
Nausea,1-3 Days,Underlying Disease Progression,Low,General,No
Nausea,3-7 Days,Acute Condition Likely,Medium,Respiratory,Yes
Nausea,3-7 Days,Possible Infection,High,Cardiac,No
Nausea,3-7 Days,Monitor Symptoms,Critical,Neurological,Yes
Nausea,3-7 Days,Requires Clinical Evaluation,Low,Gi,No
Nausea,3-7 Days,Chronic Condition Suspected,Medium,General,Yes
Nausea,3-7 Days,Emergency Evaluation Needed,High,Respiratory,No
Nausea,3-7 Days,Lifestyle-Related Issue Possible,Critical,Cardiac,Yes
Nausea,3-7 Days,Underlying Disease Progression,Low,Neurological,No
Nausea,1-2 Weeks,Acute Condition Likely,Medium,Gi,Yes
Nausea,1-2 Weeks,Possible Infection,High,General,No
Nausea,1-2 Weeks,Monitor Symptoms,Critical,Respiratory,Yes
Nausea,1-2 Weeks,Requires Clinical Evaluation,Low,Cardiac,No
Nausea,1-2 Weeks,Chronic Condition Suspected,Medium,Neurological,Yes
Nausea,1-2 Weeks,Emergency Evaluation Needed,High,Gi,No
Nausea,1-2 Weeks,Lifestyle-Related Issue Possible,Critical,General,Yes
Nausea,1-2 Weeks,Underlying Disease Progression,Low,Respiratory,No
Nausea,2-4 Weeks,Acute Condition Likely,Medium,Cardiac,Yes
Nausea,2-4 Weeks,Possible Infection,High,Neurological,No
Nausea,2-4 Weeks,Monitor Symptoms,Critical,Gi,Yes
Nausea,2-4 Weeks,Requires Clinical Evaluation,Low,General,No
Nausea,2-4 Weeks,Chronic Condition Suspected,Medium,Respiratory,Yes
Nausea,2-4 Weeks,Emergency Evaluation Needed,High,Cardiac,No
Nausea,2-4 Weeks,Lifestyle-Related Issue Possible,Critical,Neurological,Yes
Nausea,2-4 Weeks,Underlying Disease Progression,Low,Gi,No
Nausea,1-3 Months,Acute Condition Likely,Medium,General,Yes
Nausea,1-3 Months,Possible Infection,High,Respiratory,No
Nausea,1-3 Months,Monitor Symptoms,Critical,Cardiac,Yes
Nausea,1-3 Months,Requires Clinical Evaluation,Low,Neurological,No
Nausea,1-3 Months,Chronic Condition Suspected,Medium,Gi,Yes
Nausea,1-3 Months,Emergency Evaluation Needed,High,General,No
Nausea,1-3 Months,Lifestyle-Related Issue Possible,Critical,Respiratory,Yes
Nausea,1-3 Months,Underlying Disease Progression,Low,Cardiac,No
Nausea,Chronic (>3 Months),Acute Condition Likely,Medium,Neurological,Yes
Nausea,Chronic (>3 Months),Possible Infection,High,Gi,No
Nausea,Chronic (>3 Months),Monitor Symptoms,Critical,General,Yes
Nausea,Chronic (>3 Months),Requires Clinical Evaluation,Low,Respiratory,No
Nausea,Chronic (>3 Months),Chronic Condition Suspected,Medium,Cardiac,Yes
Nausea,Chronic (>3 Months),Emergency Evaluation Needed,High,Neurological,No
Nausea,Chronic (>3 Months),Lifestyle-Related Issue Possible,Critical,Gi,Yes
Nausea,Chronic (>3 Months),Underlying Disease Progression,Low,General,No
Constipation,< 1 Day,Acute Condition Likely,Medium,Respiratory,Yes
Constipation,< 1 Day,Possible Infection,High,Cardiac,No
Constipation,< 1 Day,Monitor Symptoms,Critical,Neurological,Yes
Constipation,< 1 Day,Requires Clinical Evaluation,Low,Gi,No
Constipation,< 1 Day,Chronic Condition Suspected,Medium,General,Yes
Constipation,< 1 Day,Emergency Evaluation Needed,High,Respiratory,No
Constipation,< 1 Day,Lifestyle-Related Issue Possible,Critical,Cardiac,Yes
Constipation,< 1 Day,Underlying Disease Progression,Low,Neurological,No
Constipation,1-3 Days,Acute Condition Likely,Medium,Gi,Yes
Constipation,1-3 Days,Possible Infection,High,General,No
Constipation,1-3 Days,Monitor Symptoms,Critical,Respiratory,Yes
Constipation,1-3 Days,Requires Clinical Evaluation,Low,Cardiac,No
Constipation,1-3 Days,Chronic Condition Suspected,Medium,Neurological,Yes
Constipation,1-3 Days,Emergency Evaluation Needed,High,Gi,No
Constipation,1-3 Days,Lifestyle-Related Issue Possible,Critical,General,Yes
Constipation,1-3 Days,Underlying Disease Progression,Low,Respiratory,No
Constipation,3-7 Days,Acute Condition Likely,Medium,Cardiac,Yes
Constipation,3-7 Days,Possible Infection,High,Neurological,No
Constipation,3-7 Days,Monitor Symptoms,Critical,Gi,Yes
Constipation,3-7 Days,Requires Clinical Evaluation,Low,General,No
Constipation,3-7 Days,Chronic Condition Suspected,Medium,Respiratory,Yes
Constipation,3-7 Days,Emergency Evaluation Needed,High,Cardiac,No
Constipation,3-7 Days,Lifestyle-Related Issue Possible,Critical,Neurological,Yes
Constipation,3-7 Days,Underlying Disease Progression,Low,Gi,No
Constipation,1-2 Weeks,Acute Condition Likely,Medium,General,Yes
Constipation,1-2 Weeks,Possible Infection,High,Respiratory,No
Constipation,1-2 Weeks,Monitor Symptoms,Critical,Cardiac,Yes
Constipation,1-2 Weeks,Requires Clinical Evaluation,Low,Neurological,No
Constipation,1-2 Weeks,Chronic Condition Suspected,Medium,Gi,Yes
Constipation,1-2 Weeks,Emergency Evaluation Needed,High,General,No
Constipation,1-2 Weeks,Lifestyle-Related Issue Possible,Critical,Respiratory,Yes
Constipation,1-2 Weeks,Underlying Disease Progression,Low,Cardiac,No
Constipation,2-4 Weeks,Acute Condition Likely,Medium,Neurological,Yes
Constipation,2-4 Weeks,Possible Infection,High,Gi,No
Constipation,2-4 Weeks,Monitor Symptoms,Critical,General,Yes
Constipation,2-4 Weeks,Requires Clinical Evaluation,Low,Respiratory,No
Constipation,2-4 Weeks,Chronic Condition Suspected,Medium,Cardiac,Yes
Constipation,2-4 Weeks,Emergency Evaluation Needed,High,Neurological,No
Constipation,2-4 Weeks,Lifestyle-Related Issue Possible,Critical,Gi,Yes
Constipation,2-4 Weeks,Underlying Disease Progression,Low,General,No
Constipation,1-3 Months,Acute Condition Likely,Medium,Respiratory,Yes
Constipation,1-3 Months,Possible Infection,High,Cardiac,No
Constipation,1-3 Months,Monitor Symptoms,Critical,Neurological,Yes
Constipation,1-3 Months,Requires Clinical Evaluation,Low,Gi,No
Constipation,1-3 Months,Chronic Condition Suspected,Medium,General,Yes
Constipation,1-3 Months,Emergency Evaluation Needed,High,Respiratory,No
Constipation,1-3 Months,Lifestyle-Related Issue Possible,Critical,Cardiac,Yes
Constipation,1-3 Months,Underlying Disease Progression,Low,Neurological,No
Constipation,Chronic (>3 Months),Acute Condition Likely,Medium,Gi,Yes
Constipation,Chronic (>3 Months),Possible Infection,High,General,No
Constipation,Chronic (>3 Months),Monitor Symptoms,Critical,Respiratory,Yes
Constipation,Chronic (>3 Months),Requires Clinical Evaluation,Low,Cardiac,No
Constipation,Chronic (>3 Months),Chronic Condition Suspected,Medium,Neurological,Yes
Constipation,Chronic (>3 Months),Emergency Evaluation Needed,High,Gi,No
Constipation,Chronic (>3 Months),Lifestyle-Related Issue Possible,Critical,General,Yes
Constipation,Chronic (>3 Months),Underlying Disease Progression,Low,Respiratory,No
Swelling,< 1 Day,Acute Condition Likely,Medium,Cardiac,Yes
Swelling,< 1 Day,Possible Infection,High,Neurological,No
Swelling,< 1 Day,Monitor Symptoms,Critical,Gi,Yes
Swelling,< 1 Day,Requires Clinical Evaluation,Low,General,No
Swelling,< 1 Day,Chronic Condition Suspected,Medium,Respiratory,Yes
Swelling,< 1 Day,Emergency Evaluation Needed,High,Cardiac,No
Swelling,< 1 Day,Lifestyle-Related Issue Possible,Critical,Neurological,Yes
Swelling,< 1 Day,Underlying Disease Progression,Low,Gi,No
Swelling,1-3 Days,Acute Condition Likely,Medium,General,Yes
Swelling,1-3 Days,Possible Infection,High,Respiratory,No
Swelling,1-3 Days,Monitor Symptoms,Critical,Cardiac,Yes
Swelling,1-3 Days,Requires Clinical Evaluation,Low,Neurological,No
Swelling,1-3 Days,Chronic Condition Suspected,Medium,Gi,Yes
Swelling,1-3 Days,Emergency Evaluation Needed,High,General,No
Swelling,1-3 Days,Lifestyle-Related Issue Possible,Critical,Respiratory,Yes
Swelling,1-3 Days,Underlying Disease Progression,Low,Cardiac,No
Swelling,3-7 Days,Acute Condition Likely,Medium,Neurological,Yes
Swelling,3-7 Days,Possible Infection,High,Gi,No
Swelling,3-7 Days,Monitor Symptoms,Critical,General,Yes
Swelling,3-7 Days,Requires Clinical Evaluation,Low,Respiratory,No
Swelling,3-7 Days,Chronic Condition Suspected,Medium,Cardiac,Yes
Swelling,3-7 Days,Emergency Evaluation Needed,High,Neurological,No
Swelling,3-7 Days,Lifestyle-Related Issue Possible,Critical,Gi,Yes
Swelling,3-7 Days,Underlying Disease Progression,Low,General,No
Swelling,1-2 Weeks,Acute Condition Likely,Medium,Respiratory,Yes
Swelling,1-2 Weeks,Possible Infection,High,Cardiac,No
Swelling,1-2 Weeks,Monitor Symptoms,Critical,Neurological,Yes
Swelling,1-2 Weeks,Requires Clinical Evaluation,Low,Gi,No
Swelling,1-2 Weeks,Chronic Condition Suspected,Medium,General,Yes
Swelling,1-2 Weeks,Emergency Evaluation Needed,High,Respiratory,No
Swelling,1-2 Weeks,Lifestyle-Related Issue Possible,Critical,Cardiac,Yes
Swelling,1-2 Weeks,Underlying Disease Progression,Low,Neurological,No
Swelling,2-4 Weeks,Acute Condition Likely,Medium,Gi,Yes
Swelling,2-4 Weeks,Possible Infection,High,General,No
Swelling,2-4 Weeks,Monitor Symptoms,Critical,Respiratory,Yes
Swelling,2-4 Weeks,Requires Clinical Evaluation,Low,Cardiac,No
Swelling,2-4 Weeks,Chronic Condition Suspected,Medium,Neurological,Yes
Swelling,2-4 Weeks,Emergency Evaluation Needed,High,Gi,No
Swelling,2-4 Weeks,Lifestyle-Related Issue Possible,Critical,General,Yes
Swelling,2-4 Weeks,Underlying Disease Progression,Low,Respiratory,No
Swelling,1-3 Months,Acute Condition Likely,Medium,Cardiac,Yes
Swelling,1-3 Months,Possible Infection,High,Neurological,No
Swelling,1-3 Months,Monitor Symptoms,Critical,Gi,Yes
Swelling,1-3 Months,Requires Clinical Evaluation,Low,General,No
Swelling,1-3 Months,Chronic Condition Suspected,Medium,Respiratory,Yes
Swelling,1-3 Months,Emergency Evaluation Needed,High,Cardiac,No
Swelling,1-3 Months,Lifestyle-Related Issue Possible,Critical,Neurological,Yes
Swelling,1-3 Months,Underlying Disease Progression,Low,Gi,No
Swelling,Chronic (>3 Months),Acute Condition Likely,Medium,General,Yes
Swelling,Chronic (>3 Months),Possible Infection,High,Respiratory,No
Swelling,Chronic (>3 Months),Monitor Symptoms,Critical,Cardiac,Yes
Swelling,Chronic (>3 Months),Requires Clinical Evaluation,Low,Neurological,No
Swelling,Chronic (>3 Months),Chronic Condition Suspected,Medium,Gi,Yes
Swelling,Chronic (>3 Months),Emergency Evaluation Needed,High,General,No
Swelling,Chronic (>3 Months),Lifestyle-Related Issue Possible,Critical,Respiratory,Yes
Swelling,Chronic (>3 Months),Underlying Disease Progression,Low,Cardiac,No
Bleeding,< 1 Day,Acute Condition Likely,Medium,Neurological,Yes
Bleeding,< 1 Day,Possible Infection,High,Gi,No
Bleeding,< 1 Day,Monitor Symptoms,Critical,General,Yes
Bleeding,< 1 Day,Requires Clinical Evaluation,Low,Respiratory,No
Bleeding,< 1 Day,Chronic Condition Suspected,Medium,Cardiac,Yes
Bleeding,< 1 Day,Emergency Evaluation Needed,High,Neurological,No
Bleeding,< 1 Day,Lifestyle-Related Issue Possible,Critical,Gi,Yes
Bleeding,< 1 Day,Underlying Disease Progression,Low,General,No
Bleeding,1-3 Days,Acute Condition Likely,Medium,Respiratory,Yes
Bleeding,1-3 Days,Possible Infection,High,Cardiac,No
Bleeding,1-3 Days,Monitor Symptoms,Critical,Neurological,Yes
Bleeding,1-3 Days,Requires Clinical Evaluation,Low,Gi,No
Bleeding,1-3 Days,Chronic Condition Suspected,Medium,General,Yes
Bleeding,1-3 Days,Emergency Evaluation Needed,High,Respiratory,No
Bleeding,1-3 Days,Lifestyle-Related Issue Possible,Critical,Cardiac,Yes
Bleeding,1-3 Days,Underlying Disease Progression,Low,Neurological,No
Bleeding,3-7 Days,Acute Condition Likely,Medium,Gi,Yes
Bleeding,3-7 Days,Possible Infection,High,General,No
Bleeding,3-7 Days,Monitor Symptoms,Critical,Respiratory,Yes
Bleeding,3-7 Days,Requires Clinical Evaluation,Low,Cardiac,No
