disease,symptom_1,symptom_2,symptom_3,symptom_4,symptom_5,symptom_6,symptom_set,possible_diseases,differentiating_factor
Urinary Tract Infection,Burning Micturition,Bladder Discomfort,Foul Smell Of Urine,Continuous Feel Of Urine,Headache,Nausea,Chills +  Fatigue,"Pneumonia, Migraine, Alcoholic Hepatitis",Rash Pattern
Psoriasis,Skin Rash,Joint Pain,Skin Peeling,Silver Like Dusting,Small Dents In Nails,Inflammatory Nails,Continuous Sneezing +  Shivering,"Allergy, Acne, Malaria",Symptom Duration
Impetigo,Skin Rash,High Fever,Blister,Red Sore Around Nose,Yellow Crust Ooze,Nausea,Fatigue +  Weight Loss,"Diabetes , Pneumonia, Urinary Tract Infection",Platelet Count
Fungal Infection,Itching,Skin Rash,Nodal Skin Eruptions,Dischromic  Patches,Headache,Nausea,Skin Rash +  Joint Pain,"Psoriasis, Varicose Veins, Paralysis (Brain Hemorrhage)",Travel History
Allergy,Continuous Sneezing,Shivering,Chills,Watering From Eyes,Headache,Nausea,Back Pain +  Weakness In Limbs,"Cervical Spondylosis, Fungal Infection, Chronic Cholestasis",Cbc Test
Gerd,Stomach Pain,Acidity,Ulcers On Tongue,Vomiting,Cough,Chest Pain,Skin Rash +  Pus Filled Pimples,"Acne, Diabetes , Dengue",Inflammatory Markers
Chronic Cholestasis,Itching,Vomiting,Yellowish Skin,Nausea,Loss Of Appetite,Abdominal Pain,Chills +  Fatigue,"Pneumonia, Fungal Infection, Chronic Cholestasis",Chest Pain Pattern
Drug Reaction,Itching,Skin Rash,Stomach Pain,Burning Micturition,Spotting  Urination,Nausea,Itching +  Skin Rash,"Chicken Pox, Malaria, Arthritis",Cbc Test
Peptic Ulcer Diseae,Vomiting,Indigestion,Loss Of Appetite,Abdominal Pain,Passage Of Gases,Internal Itching,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Arthritis, Fungal Infection",Platelet Count
Aids,Muscle Wasting,Patches In Throat,High Fever,Extra Marital Contacts,Headache,Nausea,Acidity +  Indigestion,"Migraine, Hypertension , Diabetes",Chest Pain Pattern
Diabetes,Fatigue,Weight Loss,Restlessness,Lethargy,Irregular Sugar Level,Blurred And Distorted Vision,Skin Rash +  Joint Pain,"Psoriasis, Arthritis, Varicose Veins",Pcr Confirmation
Gastroenteritis,Vomiting,Sunken Eyes,Dehydration,Diarrhoea,Headache,Nausea,Muscle Wasting +  Patches In Throat,"Aids, Gastroenteritis, (Vertigo) Paroymsal  Positional Vertigo",Rash Pattern
Bronchial Asthma,Fatigue,Cough,High Fever,Breathlessness,Family History,Mucoid Sputum,Muscle Weakness +  Stiff Neck,"Arthritis, Alcoholic Hepatitis, Psoriasis",Inflammatory Markers
Hypertension,Headache,Chest Pain,Dizziness,Loss Of Balance,Lack Of Concentration,Nausea,Acidity +  Headache,"Migraine, Hypoglycemia, Dengue",Inflammatory Markers
Migraine,Acidity,Indigestion,Headache,Blurred And Distorted Vision,Excessive Hunger,Stiff Neck,Skin Rash +  High Fever,"Impetigo, Hypothyroidism, Typhoid",Breathlessness
Cervical Spondylosis,Back Pain,Weakness In Limbs,Neck Pain,Dizziness,Loss Of Balance,Nausea,Chills +  Vomiting,"Malaria, Dengue, Heart Attack",Inflammatory Markers
Paralysis (Brain Hemorrhage),Vomiting,Headache,Weakness Of One Body Side,Altered Sensorium,Headache,Nausea,Joint Pain +  Vomiting,"Hepatitis E, Drug Reaction, Chicken Pox",Cbc Test
Jaundice,Itching,Vomiting,Fatigue,Weight Loss,High Fever,Yellowish Skin,Vomiting +  Sunken Eyes,"Gastroenteritis, Migraine, Hyperthyroidism",Rash Pattern
Malaria,Chills,Vomiting,High Fever,Sweating,Headache,Nausea,Chills +  Fatigue,"Pneumonia, Typhoid, Hepatitis C",Breathlessness
Chicken Pox,Itching,Skin Rash,Fatigue,Lethargy,High Fever,Headache,Vomiting +  Headache,"Paralysis (Brain Hemorrhage), Hyperthyroidism, Chicken Pox",Pcr Confirmation
Dengue,Skin Rash,Chills,Joint Pain,Vomiting,Fatigue,High Fever,Fatigue +  Weight Loss,"Diabetes , Tuberculosis, Hepatitis C",Cbc Test
Typhoid,Chills,Vomiting,Fatigue,High Fever,Headache,Nausea,Vomiting +  Headache,"Paralysis (Brain Hemorrhage), Hyperthyroidism, Chronic Cholestasis",Cbc Test
Hepatitis A,Joint Pain,Vomiting,Yellowish Skin,Dark Urine,Nausea,Loss Of Appetite,Fatigue +  Mood Swings,"Hyperthyroidism, Peptic Ulcer Diseae",Breathlessness
Hepatitis B,Itching,Fatigue,Lethargy,Yellowish Skin,Dark Urine,Loss Of Appetite,Skin Rash +  Pus Filled Pimples,"Acne, Diabetes , Dengue",Inflammatory Markers
Hepatitis C,Fatigue,Yellowish Skin,Nausea,Loss Of Appetite,Yellowing Of Eyes,Family History,Chills +  Vomiting,"Tuberculosis, Common Cold, Migraine",Breathlessness
Hepatitis D,Joint Pain,Vomiting,Fatigue,Yellowish Skin,Dark Urine,Nausea,Skin Rash +  Pus Filled Pimples,"Acne, Typhoid, Osteoarthristis",Chest Pain Pattern
Hepatitis E,Joint Pain,Vomiting,Fatigue,High Fever,Yellowish Skin,Dark Urine,Skin Rash +  Joint Pain,"Psoriasis, Common Cold, Allergy",Symptom Duration
Alcoholic Hepatitis,Vomiting,Yellowish Skin,Abdominal Pain,Swelling Of Stomach,Distention Of Abdomen,History Of Alcohol Consumption,Chills +  Vomiting,"Tuberculosis, Diabetes , Hepatitis E",Breathlessness
Tuberculosis,Chills,Vomiting,Fatigue,Weight Loss,Cough,High Fever,Itching +  Stomach Pain,"Drug Reaction, Hyperthyroidism, Hypoglycemia",Oxygen Saturation
Common Cold,Continuous Sneezing,Chills,Fatigue,Cough,High Fever,Headache,Itching +  Skin Rash,"Drug Reaction, Hepatitis B, Diabetes",Cbc Test
Pneumonia,Chills,Fatigue,Cough,High Fever,Breathlessness,Sweating,Vomiting +  Fatigue,"Hypoglycemia, Impetigo, Allergy",Travel History
Dimorphic Hemmorhoids(Piles),Constipation,Pain During Bowel Movements,Pain In Anal Region,Bloody Stool,Irritation In Anus,Nausea,Muscle Wasting +  Patches In Throat,"Aids, Common Cold, Alcoholic Hepatitis",Oxygen Saturation
Heart Attack,Vomiting,Breathlessness,Sweating,Chest Pain,Headache,Nausea,Skin Rash +  High Fever,"Impetigo, Bronchial Asthma, Chicken Pox",Symptom Duration
Varicose Veins,Fatigue,Cramps,Bruising,Obesity,Swollen Legs,Swollen Blood Vessels,Itching +  Vomiting,"Chronic Cholestasis, Impetigo, Hypothyroidism",Oxygen Saturation
Hypothyroidism,Fatigue,Weight Gain,Cold Hands And Feets,Mood Swings,Lethargy,Dizziness,Vomiting +  Sunken Eyes,"Gastroenteritis, Gerd, Dimorphic Hemmorhoids(Piles)",Pcr Confirmation
Hyperthyroidism,Fatigue,Mood Swings,Weight Loss,Restlessness,Sweating,Diarrhoea,Itching +  Fatigue,"Hepatitis B, Hepatitis A, Fungal Infection",Travel History
Hypoglycemia,Vomiting,Fatigue,Anxiety,Sweating,Headache,Nausea,Fatigue +  Lethargy,"Hepatitis B, Heart Attack, Hypoglycemia",Platelet Count
Osteoarthristis,Joint Pain,Neck Pain,Knee Pain,Hip Joint Pain,Swelling Joints,Painful Walking,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Typhoid",Pcr Confirmation
Arthritis,Muscle Weakness,Stiff Neck,Swelling Joints,Movement Stiffness,Painful Walking,Nausea,Muscle Wasting +  High Fever,"Aids, Common Cold, Hepatitis E",Symptom Duration
(Vertigo) Paroymsal  Positional Vertigo,Vomiting,Headache,Nausea,Spinning Movements,Loss Of Balance,Unsteadiness,Skin Rash +  Joint Pain,"Psoriasis, Urinary Tract Infection, Hypothyroidism",Pcr Confirmation
Acne,Skin Rash,Pus Filled Pimples,Blackheads,Scurring,Headache,Nausea,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Drug Reaction, Hypertension",Breathlessness
Urinary Tract Infection,Burning Micturition,Bladder Discomfort,Foul Smell Of Urine,Continuous Feel Of Urine,Headache,Nausea,Fatigue +  Cough,"Bronchial Asthma, Hepatitis C, Varicose Veins",Symptom Duration
Psoriasis,Skin Rash,Joint Pain,Skin Peeling,Silver Like Dusting,Small Dents In Nails,Inflammatory Nails,Vomiting +  Breathlessness,"Heart Attack, Alcoholic Hepatitis, Impetigo",Cbc Test
Impetigo,Skin Rash,High Fever,Blister,Red Sore Around Nose,Yellow Crust Ooze,Nausea,Chills +  Vomiting,"Malaria, Migraine, Tuberculosis",Rash Pattern
Fungal Infection,Itching,Skin Rash,Nodal Skin Eruptions,Dischromic  Patches,Headache,Nausea,Joint Pain +  Vomiting,"Hepatitis A, Impetigo, Common Cold",Pcr Confirmation
Allergy,Continuous Sneezing,Shivering,Chills,Watering From Eyes,Headache,Nausea,Continuous Sneezing +  Fatigue,"Common Cold, Hepatitis E, Gastroenteritis",Cbc Test
Gerd,Stomach Pain,Acidity,Ulcers On Tongue,Vomiting,Cough,Chest Pain,Joint Pain +  Vomiting,"Hepatitis A, Chronic Cholestasis, Aids",Pcr Confirmation
Chronic Cholestasis,Itching,Vomiting,Yellowish Skin,Nausea,Loss Of Appetite,Abdominal Pain,Joint Pain +  Vomiting,"Hepatitis A, Psoriasis, Dengue",Platelet Count
Drug Reaction,Itching,Skin Rash,Stomach Pain,Burning Micturition,Spotting  Urination,Nausea,Muscle Wasting +  Patches In Throat,"Aids, Fungal Infection, Varicose Veins",Cbc Test
Peptic Ulcer Diseae,Vomiting,Indigestion,Loss Of Appetite,Abdominal Pain,Passage Of Gases,Internal Itching,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Arthritis, Gerd",Travel History
Aids,Muscle Wasting,Patches In Throat,High Fever,Extra Marital Contacts,Headache,Nausea,Itching +  Skin Rash,"Drug Reaction, Pneumonia, Hepatitis C",Chest Pain Pattern
Diabetes,Fatigue,Weight Loss,Restlessness,Lethargy,Irregular Sugar Level,Blurred And Distorted Vision,Fatigue +  Weight Loss,"Diabetes , Hepatitis A, Gastroenteritis",Platelet Count
Gastroenteritis,Vomiting,Sunken Eyes,Dehydration,Diarrhoea,Headache,Nausea,Back Pain +  Weakness In Limbs,"Cervical Spondylosis, Hyperthyroidism, Typhoid",Platelet Count
Bronchial Asthma,Fatigue,Cough,High Fever,Breathlessness,Family History,Mucoid Sputum,Vomiting +  Breathlessness,"Heart Attack, Paralysis (Brain Hemorrhage), Hypertension",Rash Pattern
Hypertension,Headache,Chest Pain,Dizziness,Loss Of Balance,Lack Of Concentration,Nausea,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Hepatitis D",Oxygen Saturation
Migraine,Acidity,Indigestion,Headache,Blurred And Distorted Vision,Excessive Hunger,Stiff Neck,Weight Gain +  Cold Hands And Feets,"Hypothyroidism, Paralysis (Brain Hemorrhage), Aids",Symptom Duration
Cervical Spondylosis,Back Pain,Weakness In Limbs,Neck Pain,Dizziness,Loss Of Balance,Nausea,Chills +  Fatigue,"Typhoid, Acne, (Vertigo) Paroymsal  Positional Vertigo",Pcr Confirmation
Paralysis (Brain Hemorrhage),Vomiting,Headache,Weakness Of One Body Side,Altered Sensorium,Headache,Nausea,Vomiting +  Fatigue,"Hypoglycemia, Dimorphic Hemmorhoids(Piles), Bronchial Asthma",Travel History
Jaundice,Itching,Vomiting,Fatigue,Weight Loss,High Fever,Yellowish Skin,Continuous Sneezing +  Chills,"Common Cold, Chicken Pox, Aids",Travel History
Malaria,Chills,Vomiting,High Fever,Sweating,Headache,Nausea,Itching +  Vomiting,"Jaundice, Hepatitis E, (Vertigo) Paroymsal  Positional Vertigo",Platelet Count
Chicken Pox,Itching,Skin Rash,Fatigue,Lethargy,High Fever,Headache,Chills +  Vomiting,"Tuberculosis, Heart Attack, (Vertigo) Paroymsal  Positional Vertigo",Rash Pattern
Dengue,Skin Rash,Chills,Joint Pain,Vomiting,Fatigue,High Fever,Joint Pain +  Neck Pain,"Osteoarthristis, Acne, Psoriasis",Platelet Count
Typhoid,Chills,Vomiting,Fatigue,High Fever,Headache,Nausea,Back Pain +  Weakness In Limbs,"Cervical Spondylosis, Hepatitis D, Arthritis",Chest Pain Pattern
Hepatitis A,Joint Pain,Vomiting,Yellowish Skin,Dark Urine,Nausea,Loss Of Appetite,Yellowish Skin +  Abdominal Pain,"Alcoholic Hepatitis, Hypothyroidism, Hepatitis D",Oxygen Saturation
Hepatitis B,Itching,Fatigue,Lethargy,Yellowish Skin,Dark Urine,Loss Of Appetite,Chills +  Vomiting,"Typhoid, Varicose Veins, Gastroenteritis",Oxygen Saturation
Hepatitis C,Fatigue,Yellowish Skin,Nausea,Loss Of Appetite,Yellowing Of Eyes,Family History,Joint Pain +  Vomiting,"Hepatitis D, Peptic Ulcer Diseae, Bronchial Asthma",Cbc Test
Hepatitis D,Joint Pain,Vomiting,Fatigue,Yellowish Skin,Dark Urine,Nausea,Itching +  Fatigue,"Hepatitis B, Varicose Veins, Hepatitis E",Symptom Duration
Hepatitis E,Joint Pain,Vomiting,Fatigue,High Fever,Yellowish Skin,Dark Urine,Muscle Wasting +  High Fever,"Aids, Paralysis (Brain Hemorrhage), Alcoholic Hepatitis",Breathlessness
Alcoholic Hepatitis,Vomiting,Yellowish Skin,Abdominal Pain,Swelling Of Stomach,Distention Of Abdomen,History Of Alcohol Consumption,Continuous Sneezing +  Shivering,"Allergy, Cervical Spondylosis, Paralysis (Brain Hemorrhage)",Cbc Test
Tuberculosis,Chills,Vomiting,Fatigue,Weight Loss,Cough,High Fever,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Hepatitis C, Cervical Spondylosis",Oxygen Saturation
Common Cold,Continuous Sneezing,Chills,Fatigue,Cough,High Fever,Headache,Skin Rash +  Chills,"Dengue, Arthritis, Jaundice",Inflammatory Markers
Pneumonia,Chills,Fatigue,Cough,High Fever,Breathlessness,Sweating,Joint Pain +  Vomiting,"Hepatitis D, Hepatitis E, Hepatitis C",Oxygen Saturation
Dimorphic Hemmorhoids(Piles),Constipation,Pain During Bowel Movements,Pain In Anal Region,Bloody Stool,Irritation In Anus,Nausea,Continuous Sneezing +  Chills,"Common Cold, Diabetes , Hepatitis A",Platelet Count
Heart Attack,Vomiting,Breathlessness,Sweating,Chest Pain,Headache,Nausea,Stomach Pain +  Acidity,"Gerd, Varicose Veins, Fungal Infection",Oxygen Saturation
Varicose Veins,Fatigue,Cramps,Bruising,Obesity,Swollen Legs,Swollen Blood Vessels,Skin Rash +  Joint Pain,"Psoriasis, Typhoid, Common Cold",Oxygen Saturation
Hypothyroidism,Fatigue,Weight Gain,Cold Hands And Feets,Mood Swings,Lethargy,Dizziness,Back Pain +  Weakness In Limbs,"Cervical Spondylosis, Allergy, Urinary Tract Infection",Rash Pattern
Hyperthyroidism,Fatigue,Mood Swings,Weight Loss,Restlessness,Sweating,Diarrhoea,Continuous Sneezing +  Shivering,"Allergy, Urinary Tract Infection, Diabetes",Pcr Confirmation
Hypoglycemia,Vomiting,Fatigue,Anxiety,Sweating,Headache,Nausea,Chills +  Fatigue,"Pneumonia, Urinary Tract Infection, Peptic Ulcer Diseae",Breathlessness
Osteoarthristis,Joint Pain,Neck Pain,Knee Pain,Hip Joint Pain,Swelling Joints,Painful Walking,Stomach Pain +  Acidity,"Gerd, Hypothyroidism, Pneumonia",Breathlessness
Arthritis,Muscle Weakness,Stiff Neck,Swelling Joints,Movement Stiffness,Painful Walking,Nausea,Chills +  Vomiting,"Tuberculosis, Malaria, Hepatitis E",Inflammatory Markers
(Vertigo) Paroymsal  Positional Vertigo,Vomiting,Headache,Nausea,Spinning Movements,Loss Of Balance,Unsteadiness,Skin Rash +  Joint Pain,"Psoriasis, Gerd, Typhoid",Oxygen Saturation
Acne,Skin Rash,Pus Filled Pimples,Blackheads,Scurring,Headache,Nausea,Itching +  Stomach Pain,"Drug Reaction, Hypothyroidism, Gastroenteritis",Cbc Test
Urinary Tract Infection,Burning Micturition,Bladder Discomfort,Foul Smell Of Urine,Continuous Feel Of Urine,Headache,Nausea,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Bronchial Asthma, Hypoglycemia",Chest Pain Pattern
Psoriasis,Skin Rash,Joint Pain,Skin Peeling,Silver Like Dusting,Small Dents In Nails,Inflammatory Nails,Fatigue +  Weight Gain,"Hypothyroidism, Pneumonia, Tuberculosis",Pcr Confirmation
Impetigo,Skin Rash,High Fever,Blister,Red Sore Around Nose,Yellow Crust Ooze,Nausea,Fatigue +  Cramps,"Varicose Veins, Typhoid, (Vertigo) Paroymsal  Positional Vertigo",Oxygen Saturation
Fungal Infection,Itching,Skin Rash,Nodal Skin Eruptions,Dischromic  Patches,Headache,Nausea,Skin Rash +  Joint Pain,"Psoriasis, Chicken Pox, Impetigo",Chest Pain Pattern
Allergy,Continuous Sneezing,Shivering,Chills,Watering From Eyes,Headache,Nausea,Joint Pain +  Vomiting,"Hepatitis A, Urinary Tract Infection, Heart Attack",Pcr Confirmation
Gerd,Stomach Pain,Acidity,Ulcers On Tongue,Vomiting,Cough,Chest Pain,Skin Rash +  Joint Pain,"Psoriasis, Common Cold, Osteoarthristis",Breathlessness
Chronic Cholestasis,Itching,Vomiting,Yellowish Skin,Nausea,Loss Of Appetite,Abdominal Pain,Joint Pain +  Neck Pain,"Osteoarthristis, Hypothyroidism, Impetigo",Symptom Duration
Peptic Ulcer Diseae,Vomiting,Indigestion,Loss Of Appetite,Abdominal Pain,Passage Of Gases,Internal Itching,Fatigue +  Cough,"Bronchial Asthma, Drug Reaction, Hypoglycemia",Inflammatory Markers
Aids,Muscle Wasting,Patches In Throat,High Fever,Extra Marital Contacts,Headache,Nausea,Joint Pain +  Vomiting,"Hepatitis D, Hypoglycemia, Gerd",Inflammatory Markers
Diabetes,Fatigue,Weight Loss,Restlessness,Lethargy,Irregular Sugar Level,Blurred And Distorted Vision,Joint Pain +  Neck Pain,"Osteoarthristis, Migraine, Alcoholic Hepatitis",Pcr Confirmation
Gastroenteritis,Vomiting,Sunken Eyes,Dehydration,Diarrhoea,Headache,Nausea,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Typhoid, Hyperthyroidism",Platelet Count
Bronchial Asthma,Fatigue,Cough,High Fever,Breathlessness,Family History,Mucoid Sputum,Itching +  Fatigue,"Hepatitis B, Hypoglycemia, Acne",Chest Pain Pattern
Hypertension,Headache,Chest Pain,Dizziness,Loss Of Balance,Lack Of Concentration,Nausea,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Peptic Ulcer Diseae, Heart Attack",Chest Pain Pattern
Migraine,Acidity,Indigestion,Headache,Blurred And Distorted Vision,Excessive Hunger,Stiff Neck,Stiff Neck +  Swelling Joints,"Arthritis, Allergy, Paralysis (Brain Hemorrhage)",Symptom Duration
Cervical Spondylosis,Back Pain,Weakness In Limbs,Neck Pain,Dizziness,Loss Of Balance,Nausea,Vomiting +  Indigestion,"Peptic Ulcer Diseae, (Vertigo) Paroymsal  Positional Vertigo, Hepatitis D",Cbc Test
Paralysis (Brain Hemorrhage),Vomiting,Headache,Weakness Of One Body Side,Altered Sensorium,Headache,Nausea,Muscle Weakness +  Stiff Neck,"Arthritis, Bronchial Asthma, Allergy",Inflammatory Markers
Jaundice,Itching,Vomiting,Fatigue,Weight Loss,High Fever,Yellowish Skin,Headache +  Chest Pain,"Hypertension , Tuberculosis, Bronchial Asthma",Platelet Count
Malaria,Chills,Vomiting,High Fever,Sweating,Headache,Nausea,Chills +  Vomiting,"Tuberculosis, Heart Attack, Hepatitis C",Platelet Count
Chicken Pox,Itching,Skin Rash,Fatigue,Lethargy,High Fever,Headache,Back Pain +  Weakness In Limbs,"Cervical Spondylosis, Varicose Veins, Alcoholic Hepatitis",Chest Pain Pattern
Dengue,Skin Rash,Chills,Joint Pain,Vomiting,Fatigue,High Fever,Vomiting +  Breathlessness,"Heart Attack, Hepatitis B, Urinary Tract Infection",Pcr Confirmation
Typhoid,Chills,Vomiting,Fatigue,High Fever,Headache,Nausea,Back Pain +  Weakness In Limbs,"Cervical Spondylosis, Hyperthyroidism, Typhoid",Rash Pattern
Hepatitis A,Joint Pain,Vomiting,Yellowish Skin,Dark Urine,Nausea,Loss Of Appetite,Fatigue +  Yellowish Skin,"Hepatitis C, Diabetes , Hepatitis B",Platelet Count
Hepatitis B,Itching,Fatigue,Lethargy,Yellowish Skin,Dark Urine,Loss Of Appetite,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Bronchial Asthma, Chicken Pox",Platelet Count
Hepatitis C,Fatigue,Yellowish Skin,Nausea,Loss Of Appetite,Yellowing Of Eyes,Family History,Chills +  Fatigue,"Pneumonia, Urinary Tract Infection, Hypoglycemia",Rash Pattern
Hepatitis D,Joint Pain,Vomiting,Fatigue,Yellowish Skin,Dark Urine,Nausea,Headache +  Chest Pain,"Hypertension , Gerd",Travel History
Hepatitis E,Joint Pain,Vomiting,Fatigue,High Fever,Yellowish Skin,Dark Urine,Chills +  Vomiting,"Malaria, Typhoid, Psoriasis",Cbc Test
Alcoholic Hepatitis,Vomiting,Yellowish Skin,Abdominal Pain,Swelling Of Stomach,Distention Of Abdomen,History Of Alcohol Consumption,Back Pain +  Weakness In Limbs,"Cervical Spondylosis, Diabetes , Hepatitis D",Platelet Count
Tuberculosis,Chills,Vomiting,Fatigue,Weight Loss,Cough,High Fever,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Bronchial Asthma, Migraine",Symptom Duration
Common Cold,Continuous Sneezing,Chills,Fatigue,Cough,High Fever,Headache,Acidity +  Indigestion,"Migraine, Pneumonia, Hepatitis B",Breathlessness
Pneumonia,Chills,Fatigue,Cough,High Fever,Breathlessness,Sweating,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Urinary Tract Infection, Hypothyroidism",Breathlessness
Dimorphic Hemmorhoids(Piles),Constipation,Pain During Bowel Movements,Pain In Anal Region,Bloody Stool,Irritation In Anus,Nausea,Fatigue +  Weight Gain,"Hypothyroidism, Impetigo, Drug Reaction",Breathlessness
Heart Attack,Vomiting,Breathlessness,Sweating,Chest Pain,Headache,Nausea,Joint Pain +  Fatigue,"Hepatitis E, Allergy, Psoriasis",Oxygen Saturation
Varicose Veins,Fatigue,Cramps,Bruising,Obesity,Swollen Legs,Swollen Blood Vessels,Chills +  Vomiting,"Malaria, Chicken Pox, Hepatitis E",Breathlessness
Hypothyroidism,Fatigue,Weight Gain,Cold Hands And Feets,Mood Swings,Lethargy,Dizziness,Skin Rash +  Blister,"Impetigo, Urinary Tract Infection, Acne",Cbc Test
Hyperthyroidism,Fatigue,Mood Swings,Weight Loss,Restlessness,Sweating,Diarrhoea,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, Bronchial Asthma, Varicose Veins",Breathlessness
Hypoglycemia,Vomiting,Fatigue,Anxiety,Sweating,Headache,Nausea,Stomach Pain +  Acidity,"Gerd, Cervical Spondylosis, Typhoid",Oxygen Saturation
Osteoarthristis,Joint Pain,Neck Pain,Knee Pain,Hip Joint Pain,Swelling Joints,Painful Walking,Itching +  Skin Rash,"Drug Reaction, Malaria, Pneumonia",Cbc Test
Arthritis,Muscle Weakness,Stiff Neck,Swelling Joints,Movement Stiffness,Painful Walking,Nausea,Headache +  Weakness Of One Body Side,"Paralysis (Brain Hemorrhage), Alcoholic Hepatitis, Dimorphic Hemmorhoids(Piles)",Pcr Confirmation
(Vertigo) Paroymsal  Positional Vertigo,Vomiting,Headache,Nausea,Spinning Movements,Loss Of Balance,Unsteadiness,Joint Pain +  Vomiting,"Hepatitis D, Psoriasis, Dimorphic Hemmorhoids(Piles)",Chest Pain Pattern
Acne,Skin Rash,Pus Filled Pimples,Blackheads,Scurring,Headache,Nausea,Itching +  Vomiting,"Jaundice, Hepatitis B, Chronic Cholestasis",Cbc Test
Urinary Tract Infection,Burning Micturition,Bladder Discomfort,Foul Smell Of Urine,Continuous Feel Of Urine,Headache,Nausea,Itching +  Vomiting,"Chronic Cholestasis, Arthritis, Chicken Pox",Rash Pattern
Psoriasis,Skin Rash,Joint Pain,Skin Peeling,Silver Like Dusting,Small Dents In Nails,Inflammatory Nails,Vomiting +  Sunken Eyes,"Gastroenteritis, Bronchial Asthma, Migraine",Travel History
Impetigo,Skin Rash,High Fever,Blister,Red Sore Around Nose,Yellow Crust Ooze,Nausea,Itching +  Vomiting,"Jaundice, Hepatitis E, Tuberculosis",Cbc Test
Fungal Infection,Itching,Skin Rash,Nodal Skin Eruptions,Dischromic  Patches,Headache,Nausea,Continuous Sneezing +  Shivering,"Allergy, Cervical Spondylosis, Typhoid",Travel History
Allergy,Continuous Sneezing,Shivering,Chills,Watering From Eyes,Headache,Nausea,Itching +  Skin Rash,"Drug Reaction, Osteoarthristis, Peptic Ulcer Diseae",Cbc Test
Gerd,Stomach Pain,Acidity,Ulcers On Tongue,Vomiting,Cough,Chest Pain,Itching +  Skin Rash,"Chicken Pox, Migraine, Dimorphic Hemmorhoids(Piles)",Inflammatory Markers
Chronic Cholestasis,Itching,Vomiting,Yellowish Skin,Nausea,Loss Of Appetite,Abdominal Pain,Yellowish Skin +  Abdominal Pain,"Alcoholic Hepatitis, Hypothyroidism, Hepatitis D",Chest Pain Pattern
Drug Reaction,Itching,Skin Rash,Stomach Pain,Burning Micturition,Spotting  Urination,Nausea,Joint Pain +  Vomiting,"Hepatitis E, Diabetes , Hepatitis B",Pcr Confirmation
Peptic Ulcer Diseae,Vomiting,Indigestion,Loss Of Appetite,Abdominal Pain,Passage Of Gases,Internal Itching,Headache +  Chest Pain,"Hypertension , Arthritis, Urinary Tract Infection",Pcr Confirmation
Aids,Muscle Wasting,Patches In Throat,High Fever,Extra Marital Contacts,Headache,Nausea,Fatigue +  Weight Gain,"Hypothyroidism, Chronic Cholestasis, Osteoarthristis",Pcr Confirmation
Diabetes,Fatigue,Weight Loss,Restlessness,Lethargy,Irregular Sugar Level,Blurred And Distorted Vision,Skin Rash +  Chills,"Dengue, (Vertigo) Paroymsal  Positional Vertigo, Allergy",Chest Pain Pattern
Gastroenteritis,Vomiting,Sunken Eyes,Dehydration,Diarrhoea,Headache,Nausea,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Hypothyroidism, Urinary Tract Infection",Platelet Count
Bronchial Asthma,Fatigue,Cough,High Fever,Breathlessness,Family History,Mucoid Sputum,Skin Rash +  Joint Pain,"Psoriasis, Drug Reaction, Varicose Veins",Pcr Confirmation
Hypertension,Headache,Chest Pain,Dizziness,Loss Of Balance,Lack Of Concentration,Nausea,Vomiting +  Sunken Eyes,"Gastroenteritis, Gerd, Hepatitis C",Rash Pattern
Migraine,Acidity,Indigestion,Headache,Blurred And Distorted Vision,Excessive Hunger,Stiff Neck,Fatigue +  Weight Gain,"Hypothyroidism, Migraine, Malaria",Pcr Confirmation
Cervical Spondylosis,Back Pain,Weakness In Limbs,Neck Pain,Dizziness,Loss Of Balance,Nausea,Stomach Pain +  Acidity,"Gerd, Aids, Jaundice",Pcr Confirmation
Paralysis (Brain Hemorrhage),Vomiting,Headache,Weakness Of One Body Side,Altered Sensorium,Headache,Nausea,Stomach Pain +  Ulcers On Tongue,"Gerd, Aids, Paralysis (Brain Hemorrhage)",Oxygen Saturation
Jaundice,Itching,Vomiting,Fatigue,Weight Loss,High Fever,Yellowish Skin,Skin Rash +  High Fever,"Impetigo, Paralysis (Brain Hemorrhage), Fungal Infection",Travel History
Malaria,Chills,Vomiting,High Fever,Sweating,Headache,Nausea,Vomiting +  Sunken Eyes,"Gastroenteritis, Acne, Hepatitis A",Travel History
