symptom,follow_up_question,question_type,expected_values,priority,clinical_category,emergency_flag
Chest Pain,Constant Or Intermittent (Variant 3648)?,Pattern,Constant/Intermittent,Low,Neurology,No
Chest Pain,Does It Affect Daily Activities (Variant 3649)?,Impact,Yes/No,Medium,Gi,Yes
Chest Pain,Any Emergency Warning Signs (Variant 3650)?,Emergency Flag,Yes/No,High,Endocrine,No
Headache,Since How Many Days (Variant 3651)?,Duration,Numeric,Low,Msk,Yes
Headache,"Mild, Moderate Or Severe (Variant 3652)?",Severity,Mild/Moderate/Severe,Medium,Dermatology,No
Headache,How Frequently Does It Occur (Variant 3653)?,Frequency,Occasional/Frequent,High,Emergency,Yes
Headache,When Did It Start Worsening (Variant 3654)?,Progression,Numeric,Low,General,No
Headache,Any Associated Symptoms Present (Variant 3655)?,Associated Symptom,Yes/No,Medium,Respiratory,Yes
Headache,Triggered By Activity (Variant 3656)?,Trigger,Yes/No,High,Cardiac,No
Headache,Localized Or Widespread (Variant 3657)?,Location,Localized/Diffuse,Low,Neurology,Yes
Headache,Constant Or Intermittent (Variant 3658)?,Pattern,Constant/Intermittent,Medium,Gi,No
Headache,Does It Affect Daily Activities (Variant 3659)?,Impact,Yes/No,High,Endocrine,Yes
Headache,Any Emergency Warning Signs (Variant 3660)?,Emergency Flag,Yes/No,Low,Msk,No
Dizziness,Since How Many Days (Variant 3661)?,Duration,Numeric,Medium,Dermatology,Yes
Dizziness,"Mild, Moderate Or Severe (Variant 3662)?",Severity,Mild/Moderate/Severe,High,Emergency,No
Dizziness,How Frequently Does It Occur (Variant 3663)?,Frequency,Occasional/Frequent,Low,General,Yes
Dizziness,When Did It Start Worsening (Variant 3664)?,Progression,Numeric,Medium,Respiratory,No
Dizziness,Any Associated Symptoms Present (Variant 3665)?,Associated Symptom,Yes/No,High,Cardiac,Yes
Dizziness,Triggered By Activity (Variant 3666)?,Trigger,Yes/No,Low,Neurology,No
Dizziness,Localized Or Widespread (Variant 3667)?,Location,Localized/Diffuse,Medium,Gi,Yes
Dizziness,Constant Or Intermittent (Variant 3668)?,Pattern,Constant/Intermittent,High,Endocrine,No
Dizziness,Does It Affect Daily Activities (Variant 3669)?,Impact,Yes/No,Low,Msk,Yes
Dizziness,Any Emergency Warning Signs (Variant 3670)?,Emergency Flag,Yes/No,Medium,Dermatology,No
Nausea,Since How Many Days (Variant 3671)?,Duration,Numeric,High,Emergency,Yes
Nausea,"Mild, Moderate Or Severe (Variant 3672)?",Severity,Mild/Moderate/Severe,Low,General,No
Nausea,How Frequently Does It Occur (Variant 3673)?,Frequency,Occasional/Frequent,Medium,Respiratory,Yes
Nausea,When Did It Start Worsening (Variant 3674)?,Progression,Numeric,High,Cardiac,No
Nausea,Any Associated Symptoms Present (Variant 3675)?,Associated Symptom,Yes/No,Low,Neurology,Yes
Nausea,Triggered By Activity (Variant 3676)?,Trigger,Yes/No,Medium,Gi,No
Nausea,Localized Or Widespread (Variant 3677)?,Location,Localized/Diffuse,High,Endocrine,Yes
Nausea,Constant Or Intermittent (Variant 3678)?,Pattern,Constant/Intermittent,Low,Msk,No
Nausea,Does It Affect Daily Activities (Variant 3679)?,Impact,Yes/No,Medium,Dermatology,Yes
Nausea,Any Emergency Warning Signs (Variant 3680)?,Emergency Flag,Yes/No,High,Emergency,No
Vomiting,Since How Many Days (Variant 3681)?,Duration,Numeric,Low,General,Yes
Vomiting,"Mild, Moderate Or Severe (Variant 3682)?",Severity,Mild/Moderate/Severe,Medium,Respiratory,No
Vomiting,How Frequently Does It Occur (Variant 3683)?,Frequency,Occasional/Frequent,High,Cardiac,Yes
Vomiting,When Did It Start Worsening (Variant 3684)?,Progression,Numeric,Low,Neurology,No
Vomiting,Any Associated Symptoms Present (Variant 3685)?,Associated Symptom,Yes/No,Medium,Gi,Yes
Vomiting,Triggered By Activity (Variant 3686)?,Trigger,Yes/No,High,Endocrine,No
Vomiting,Localized Or Widespread (Variant 3687)?,Location,Localized/Diffuse,Low,Msk,Yes
Vomiting,Constant Or Intermittent (Variant 3688)?,Pattern,Constant/Intermittent,Medium,Dermatology,No
Vomiting,Does It Affect Daily Activities (Variant 3689)?,Impact,Yes/No,High,Emergency,Yes
Vomiting,Any Emergency Warning Signs (Variant 3690)?,Emergency Flag,Yes/No,Low,General,No
Diarrhea,Since How Many Days (Variant 3691)?,Duration,Numeric,Medium,Respiratory,Yes
Diarrhea,"Mild, Moderate Or Severe (Variant 3692)?",Severity,Mild/Moderate/Severe,High,Cardiac,No
Diarrhea,How Frequently Does It Occur (Variant 3693)?,Frequency,Occasional/Frequent,Low,Neurology,Yes
Diarrhea,When Did It Start Worsening (Variant 3694)?,Progression,Numeric,Medium,Gi,No
Diarrhea,Any Associated Symptoms Present (Variant 3695)?,Associated Symptom,Yes/No,High,Endocrine,Yes
Diarrhea,Triggered By Activity (Variant 3696)?,Trigger,Yes/No,Low,Msk,No
Diarrhea,Localized Or Widespread (Variant 3697)?,Location,Localized/Diffuse,Medium,Dermatology,Yes
Diarrhea,Constant Or Intermittent (Variant 3698)?,Pattern,Constant/Intermittent,High,Emergency,No
Diarrhea,Does It Affect Daily Activities (Variant 3699)?,Impact,Yes/No,Low,General,Yes
Diarrhea,Any Emergency Warning Signs (Variant 3700)?,Emergency Flag,Yes/No,Medium,Respiratory,No
Constipation,Since How Many Days (Variant 3701)?,Duration,Numeric,High,Cardiac,Yes
Constipation,"Mild, Moderate Or Severe (Variant 3702)?",Severity,Mild/Moderate/Severe,Low,Neurology,No
Constipation,How Frequently Does It Occur (Variant 3703)?,Frequency,Occasional/Frequent,Medium,Gi,Yes
Constipation,When Did It Start Worsening (Variant 3704)?,Progression,Numeric,High,Endocrine,No
Constipation,Any Associated Symptoms Present (Variant 3705)?,Associated Symptom,Yes/No,Low,Msk,Yes
Constipation,Triggered By Activity (Variant 3706)?,Trigger,Yes/No,Medium,Dermatology,No
Constipation,Localized Or Widespread (Variant 3707)?,Location,Localized/Diffuse,High,Emergency,Yes
Constipation,Constant Or Intermittent (Variant 3708)?,Pattern,Constant/Intermittent,Low,General,No
Constipation,Does It Affect Daily Activities (Variant 3709)?,Impact,Yes/No,Medium,Respiratory,Yes
Constipation,Any Emergency Warning Signs (Variant 3710)?,Emergency Flag,Yes/No,High,Cardiac,No
Abdominal Pain,Since How Many Days (Variant 3711)?,Duration,Numeric,Low,Neurology,Yes
Abdominal Pain,"Mild, Moderate Or Severe (Variant 3712)?",Severity,Mild/Moderate/Severe,Medium,Gi,No
Abdominal Pain,How Frequently Does It Occur (Variant 3713)?,Frequency,Occasional/Frequent,High,Endocrine,Yes
Abdominal Pain,When Did It Start Worsening (Variant 3714)?,Progression,Numeric,Low,Msk,No
Abdominal Pain,Any Associated Symptoms Present (Variant 3715)?,Associated Symptom,Yes/No,Medium,Dermatology,Yes
Abdominal Pain,Triggered By Activity (Variant 3716)?,Trigger,Yes/No,High,Emergency,No
Abdominal Pain,Localized Or Widespread (Variant 3717)?,Location,Localized/Diffuse,Low,General,Yes
Abdominal Pain,Constant Or Intermittent (Variant 3718)?,Pattern,Constant/Intermittent,Medium,Respiratory,No
Abdominal Pain,Does It Affect Daily Activities (Variant 3719)?,Impact,Yes/No,High,Cardiac,Yes
Abdominal Pain,Any Emergency Warning Signs (Variant 3720)?,Emergency Flag,Yes/No,Low,Neurology,No
Back Pain,Since How Many Days (Variant 3721)?,Duration,Numeric,Medium,Gi,Yes
Back Pain,"Mild, Moderate Or Severe (Variant 3722)?",Severity,Mild/Moderate/Severe,High,Endocrine,No
Back Pain,How Frequently Does It Occur (Variant 3723)?,Frequency,Occasional/Frequent,Low,Msk,Yes
Back Pain,When Did It Start Worsening (Variant 3724)?,Progression,Numeric,Medium,Dermatology,No
Back Pain,Any Associated Symptoms Present (Variant 3725)?,Associated Symptom,Yes/No,High,Emergency,Yes
Back Pain,Triggered By Activity (Variant 3726)?,Trigger,Yes/No,Low,General,No
Back Pain,Localized Or Widespread (Variant 3727)?,Location,Localized/Diffuse,Medium,Respiratory,Yes
Back Pain,Constant Or Intermittent (Variant 3728)?,Pattern,Constant/Intermittent,High,Cardiac,No
Back Pain,Does It Affect Daily Activities (Variant 3729)?,Impact,Yes/No,Low,Neurology,Yes
Back Pain,Any Emergency Warning Signs (Variant 3730)?,Emergency Flag,Yes/No,Medium,Gi,No
Joint Pain,Since How Many Days (Variant 3731)?,Duration,Numeric,High,Endocrine,Yes
Joint Pain,"Mild, Moderate Or Severe (Variant 3732)?",Severity,Mild/Moderate/Severe,Low,Msk,No
Joint Pain,How Frequently Does It Occur (Variant 3733)?,Frequency,Occasional/Frequent,Medium,Dermatology,Yes
Joint Pain,When Did It Start Worsening (Variant 3734)?,Progression,Numeric,High,Emergency,No
Joint Pain,Any Associated Symptoms Present (Variant 3735)?,Associated Symptom,Yes/No,Low,General,Yes
Joint Pain,Triggered By Activity (Variant 3736)?,Trigger,Yes/No,Medium,Respiratory,No
Joint Pain,Localized Or Widespread (Variant 3737)?,Location,Localized/Diffuse,High,Cardiac,Yes
Joint Pain,Constant Or Intermittent (Variant 3738)?,Pattern,Constant/Intermittent,Low,Neurology,No
Joint Pain,Does It Affect Daily Activities (Variant 3739)?,Impact,Yes/No,Medium,Gi,Yes
Joint Pain,Any Emergency Warning Signs (Variant 3740)?,Emergency Flag,Yes/No,High,Endocrine,No
Muscle Pain,Since How Many Days (Variant 3741)?,Duration,Numeric,Low,Msk,Yes
Muscle Pain,"Mild, Moderate Or Severe (Variant 3742)?",Severity,Mild/Moderate/Severe,Medium,Dermatology,No
Muscle Pain,How Frequently Does It Occur (Variant 3743)?,Frequency,Occasional/Frequent,High,Emergency,Yes
Muscle Pain,When Did It Start Worsening (Variant 3744)?,Progression,Numeric,Low,General,No
Muscle Pain,Any Associated Symptoms Present (Variant 3745)?,Associated Symptom,Yes/No,Medium,Respiratory,Yes
Muscle Pain,Triggered By Activity (Variant 3746)?,Trigger,Yes/No,High,Cardiac,No
Muscle Pain,Localized Or Widespread (Variant 3747)?,Location,Localized/Diffuse,Low,Neurology,Yes
Muscle Pain,Constant Or Intermittent (Variant 3748)?,Pattern,Constant/Intermittent,Medium,Gi,No
Muscle Pain,Does It Affect Daily Activities (Variant 3749)?,Impact,Yes/No,High,Endocrine,Yes
Muscle Pain,Any Emergency Warning Signs (Variant 3750)?,Emergency Flag,Yes/No,Low,Msk,No
Palpitations,Since How Many Days (Variant 3751)?,Duration,Numeric,Medium,Dermatology,Yes
Palpitations,"Mild, Moderate Or Severe (Variant 3752)?",Severity,Mild/Moderate/Severe,High,Emergency,No
Palpitations,How Frequently Does It Occur (Variant 3753)?,Frequency,Occasional/Frequent,Low,General,Yes
Palpitations,When Did It Start Worsening (Variant 3754)?,Progression,Numeric,Medium,Respiratory,No
Palpitations,Any Associated Symptoms Present (Variant 3755)?,Associated Symptom,Yes/No,High,Cardiac,Yes
Palpitations,Triggered By Activity (Variant 3756)?,Trigger,Yes/No,Low,Neurology,No
Palpitations,Localized Or Widespread (Variant 3757)?,Location,Localized/Diffuse,Medium,Gi,Yes
Palpitations,Constant Or Intermittent (Variant 3758)?,Pattern,Constant/Intermittent,High,Endocrine,No
Palpitations,Does It Affect Daily Activities (Variant 3759)?,Impact,Yes/No,Low,Msk,Yes
Palpitations,Any Emergency Warning Signs (Variant 3760)?,Emergency Flag,Yes/No,Medium,Dermatology,No
Leg Swelling,Since How Many Days (Variant 3761)?,Duration,Numeric,High,Emergency,Yes
Leg Swelling,"Mild, Moderate Or Severe (Variant 3762)?",Severity,Mild/Moderate/Severe,Low,General,No
Leg Swelling,How Frequently Does It Occur (Variant 3763)?,Frequency,Occasional/Frequent,Medium,Respiratory,Yes
Leg Swelling,When Did It Start Worsening (Variant 3764)?,Progression,Numeric,High,Cardiac,No
Leg Swelling,Any Associated Symptoms Present (Variant 3765)?,Associated Symptom,Yes/No,Low,Neurology,Yes
Leg Swelling,Triggered By Activity (Variant 3766)?,Trigger,Yes/No,Medium,Gi,No
Leg Swelling,Localized Or Widespread (Variant 3767)?,Location,Localized/Diffuse,High,Endocrine,Yes
Leg Swelling,Constant Or Intermittent (Variant 3768)?,Pattern,Constant/Intermittent,Low,Msk,No
Leg Swelling,Does It Affect Daily Activities (Variant 3769)?,Impact,Yes/No,Medium,Dermatology,Yes
Leg Swelling,Any Emergency Warning Signs (Variant 3770)?,Emergency Flag,Yes/No,High,Emergency,No
Syncope,Since How Many Days (Variant 3771)?,Duration,Numeric,Low,General,Yes
Syncope,"Mild, Moderate Or Severe (Variant 3772)?",Severity,Mild/Moderate/Severe,Medium,Respiratory,No
Syncope,How Frequently Does It Occur (Variant 3773)?,Frequency,Occasional/Frequent,High,Cardiac,Yes
Syncope,When Did It Start Worsening (Variant 3774)?,Progression,Numeric,Low,Neurology,No
Syncope,Any Associated Symptoms Present (Variant 3775)?,Associated Symptom,Yes/No,Medium,Gi,Yes
Syncope,Triggered By Activity (Variant 3776)?,Trigger,Yes/No,High,Endocrine,No
Syncope,Localized Or Widespread (Variant 3777)?,Location,Localized/Diffuse,Low,Msk,Yes
Syncope,Constant Or Intermittent (Variant 3778)?,Pattern,Constant/Intermittent,Medium,Dermatology,No
Syncope,Does It Affect Daily Activities (Variant 3779)?,Impact,Yes/No,High,Emergency,Yes
Syncope,Any Emergency Warning Signs (Variant 3780)?,Emergency Flag,Yes/No,Low,General,No
Wheezing,Since How Many Days (Variant 3781)?,Duration,Numeric,Medium,Respiratory,Yes
Wheezing,"Mild, Moderate Or Severe (Variant 3782)?",Severity,Mild/Moderate/Severe,High,Cardiac,No
Wheezing,How Frequently Does It Occur (Variant 3783)?,Frequency,Occasional/Frequent,Low,Neurology,Yes
Wheezing,When Did It Start Worsening (Variant 3784)?,Progression,Numeric,Medium,Gi,No
Wheezing,Any Associated Symptoms Present (Variant 3785)?,Associated Symptom,Yes/No,High,Endocrine,Yes
Wheezing,Triggered By Activity (Variant 3786)?,Trigger,Yes/No,Low,Msk,No
Wheezing,Localized Or Widespread (Variant 3787)?,Location,Localized/Diffuse,Medium,Dermatology,Yes
Wheezing,Constant Or Intermittent (Variant 3788)?,Pattern,Constant/Intermittent,High,Emergency,No
Wheezing,Does It Affect Daily Activities (Variant 3789)?,Impact,Yes/No,Low,General,Yes
Wheezing,Any Emergency Warning Signs (Variant 3790)?,Emergency Flag,Yes/No,Medium,Respiratory,No
Sore Throat,Since How Many Days (Variant 3791)?,Duration,Numeric,High,Cardiac,Yes
Sore Throat,"Mild, Moderate Or Severe (Variant 3792)?",Severity,Mild/Moderate/Severe,Low,Neurology,No
Sore Throat,How Frequently Does It Occur (Variant 3793)?,Frequency,Occasional/Frequent,Medium,Gi,Yes
Sore Throat,When Did It Start Worsening (Variant 3794)?,Progression,Numeric,High,Endocrine,No
Sore Throat,Any Associated Symptoms Present (Variant 3795)?,Associated Symptom,Yes/No,Low,Msk,Yes
Sore Throat,Triggered By Activity (Variant 3796)?,Trigger,Yes/No,Medium,Dermatology,No
Sore Throat,Localized Or Widespread (Variant 3797)?,Location,Localized/Diffuse,High,Emergency,Yes
Sore Throat,Constant Or Intermittent (Variant 3798)?,Pattern,Constant/Intermittent,Low,General,No
Sore Throat,Does It Affect Daily Activities (Variant 3799)?,Impact,Yes/No,Medium,Respiratory,Yes
Sore Throat,Any Emergency Warning Signs (Variant 3800)?,Emergency Flag,Yes/No,High,Cardiac,No
Runny Nose,Since How Many Days (Variant 3801)?,Duration,Numeric,Low,Neurology,Yes
Runny Nose,"Mild, Moderate Or Severe (Variant 3802)?",Severity,Mild/Moderate/Severe,Medium,Gi,No
Runny Nose,How Frequently Does It Occur (Variant 3803)?,Frequency,Occasional/Frequent,High,Endocrine,Yes
Runny Nose,When Did It Start Worsening (Variant 3804)?,Progression,Numeric,Low,Msk,No
Runny Nose,Any Associated Symptoms Present (Variant 3805)?,Associated Symptom,Yes/No,Medium,Dermatology,Yes
Runny Nose,Triggered By Activity (Variant 3806)?,Trigger,Yes/No,High,Emergency,No
Runny Nose,Localized Or Widespread (Variant 3807)?,Location,Localized/Diffuse,Low,General,Yes
Runny Nose,Constant Or Intermittent (Variant 3808)?,Pattern,Constant/Intermittent,Medium,Respiratory,No
Runny Nose,Does It Affect Daily Activities (Variant 3809)?,Impact,Yes/No,High,Cardiac,Yes
Runny Nose,Any Emergency Warning Signs (Variant 3810)?,Emergency Flag,Yes/No,Low,Neurology,No
Nasal Congestion,Since How Many Days (Variant 3811)?,Duration,Numeric,Medium,Gi,Yes
Nasal Congestion,"Mild, Moderate Or Severe (Variant 3812)?",Severity,Mild/Moderate/Severe,High,Endocrine,No
Nasal Congestion,How Frequently Does It Occur (Variant 3813)?,Frequency,Occasional/Frequent,Low,Msk,Yes
Nasal Congestion,When Did It Start Worsening (Variant 3814)?,Progression,Numeric,Medium,Dermatology,No
Nasal Congestion,Any Associated Symptoms Present (Variant 3815)?,Associated Symptom,Yes/No,High,Emergency,Yes
Nasal Congestion,Triggered By Activity (Variant 3816)?,Trigger,Yes/No,Low,General,No
Nasal Congestion,Localized Or Widespread (Variant 3817)?,Location,Localized/Diffuse,Medium,Respiratory,Yes
Nasal Congestion,Constant Or Intermittent (Variant 3818)?,Pattern,Constant/Intermittent,High,Cardiac,No
Nasal Congestion,Does It Affect Daily Activities (Variant 3819)?,Impact,Yes/No,Low,Neurology,Yes
Nasal Congestion,Any Emergency Warning Signs (Variant 3820)?,Emergency Flag,Yes/No,Medium,Gi,No
Chills,Since How Many Days (Variant 3821)?,Duration,Numeric,High,Endocrine,Yes
Chills,"Mild, Moderate Or Severe (Variant 3822)?",Severity,Mild/Moderate/Severe,Low,Msk,No
Chills,How Frequently Does It Occur (Variant 3823)?,Frequency,Occasional/Frequent,Medium,Dermatology,Yes
Chills,When Did It Start Worsening (Variant 3824)?,Progression,Numeric,High,Emergency,No
Chills,Any Associated Symptoms Present (Variant 3825)?,Associated Symptom,Yes/No,Low,General,Yes
Chills,Triggered By Activity (Variant 3826)?,Trigger,Yes/No,Medium,Respiratory,No
Chills,Localized Or Widespread (Variant 3827)?,Location,Localized/Diffuse,High,Cardiac,Yes
Chills,Constant Or Intermittent (Variant 3828)?,Pattern,Constant/Intermittent,Low,Neurology,No
Chills,Does It Affect Daily Activities (Variant 3829)?,Impact,Yes/No,Medium,Gi,Yes
Chills,Any Emergency Warning Signs (Variant 3830)?,Emergency Flag,Yes/No,High,Endocrine,No
Night Sweats,Since How Many Days (Variant 3831)?,Duration,Numeric,Low,Msk,Yes
Night Sweats,"Mild, Moderate Or Severe (Variant 3832)?",Severity,Mild/Moderate/Severe,Medium,Dermatology,No
Night Sweats,How Frequently Does It Occur (Variant 3833)?,Frequency,Occasional/Frequent,High,Emergency,Yes
Night Sweats,When Did It Start Worsening (Variant 3834)?,Progression,Numeric,Low,General,No
Night Sweats,Any Associated Symptoms Present (Variant 3835)?,Associated Symptom,Yes/No,Medium,Respiratory,Yes
Night Sweats,Triggered By Activity (Variant 3836)?,Trigger,Yes/No,High,Cardiac,No
Night Sweats,Localized Or Widespread (Variant 3837)?,Location,Localized/Diffuse,Low,Neurology,Yes
Night Sweats,Constant Or Intermittent (Variant 3838)?,Pattern,Constant/Intermittent,Medium,Gi,No
Night Sweats,Does It Affect Daily Activities (Variant 3839)?,Impact,Yes/No,High,Endocrine,Yes
Night Sweats,Any Emergency Warning Signs (Variant 3840)?,Emergency Flag,Yes/No,Low,Msk,No
Weight Loss,Since How Many Days (Variant 3841)?,Duration,Numeric,Medium,Dermatology,Yes
Weight Loss,"Mild, Moderate Or Severe (Variant 3842)?",Severity,Mild/Moderate/Severe,High,Emergency,No
Weight Loss,How Frequently Does It Occur (Variant 3843)?,Frequency,Occasional/Frequent,Low,General,Yes
Weight Loss,When Did It Start Worsening (Variant 3844)?,Progression,Numeric,Medium,Respiratory,No
Weight Loss,Any Associated Symptoms Present (Variant 3845)?,Associated Symptom,Yes/No,High,Cardiac,Yes
Weight Loss,Triggered By Activity (Variant 3846)?,Trigger,Yes/No,Low,Neurology,No
Weight Loss,Localized Or Widespread (Variant 3847)?,Location,Localized/Diffuse,Medium,Gi,Yes
Weight Loss,Constant Or Intermittent (Variant 3848)?,Pattern,Constant/Intermittent,High,Endocrine,No
Weight Loss,Does It Affect Daily Activities (Variant 3849)?,Impact,Yes/No,Low,Msk,Yes
Weight Loss,Any Emergency Warning Signs (Variant 3850)?,Emergency Flag,Yes/No,Medium,Dermatology,No
Loss Of Appetite,Since How Many Days (Variant 3851)?,Duration,Numeric,High,Emergency,Yes
Loss Of Appetite,"Mild, Moderate Or Severe (Variant 3852)?",Severity,Mild/Moderate/Severe,Low,General,No
Loss Of Appetite,How Frequently Does It Occur (Variant 3853)?,Frequency,Occasional/Frequent,Medium,Respiratory,Yes
Loss Of Appetite,When Did It Start Worsening (Variant 3854)?,Progression,Numeric,High,Cardiac,No
Loss Of Appetite,Any Associated Symptoms Present (Variant 3855)?,Associated Symptom,Yes/No,Low,Neurology,Yes
Loss Of Appetite,Triggered By Activity (Variant 3856)?,Trigger,Yes/No,Medium,Gi,No
Loss Of Appetite,Localized Or Widespread (Variant 3857)?,Location,Localized/Diffuse,High,Endocrine,Yes
Loss Of Appetite,Constant Or Intermittent (Variant 3858)?,Pattern,Constant/Intermittent,Low,Msk,No
Loss Of Appetite,Does It Affect Daily Activities (Variant 3859)?,Impact,Yes/No,Medium,Dermatology,Yes
Loss Of Appetite,Any Emergency Warning Signs (Variant 3860)?,Emergency Flag,Yes/No,High,Emergency,No
Weakness,Since How Many Days (Variant 3861)?,Duration,Numeric,Low,General,Yes
Weakness,"Mild, Moderate Or Severe (Variant 3862)?",Severity,Mild/Moderate/Severe,Medium,Respiratory,No
Weakness,How Frequently Does It Occur (Variant 3863)?,Frequency,Occasional/Frequent,High,Cardiac,Yes
Weakness,When Did It Start Worsening (Variant 3864)?,Progression,Numeric,Low,Neurology,No
Weakness,Any Associated Symptoms Present (Variant 3865)?,Associated Symptom,Yes/No,Medium,Gi,Yes
Weakness,Triggered By Activity (Variant 3866)?,Trigger,Yes/No,High,Endocrine,No
Weakness,Localized Or Widespread (Variant 3867)?,Location,Localized/Diffuse,Low,Msk,Yes
Weakness,Constant Or Intermittent (Variant 3868)?,Pattern,Constant/Intermittent,Medium,Dermatology,No
Weakness,Does It Affect Daily Activities (Variant 3869)?,Impact,Yes/No,High,Emergency,Yes
Weakness,Any Emergency Warning Signs (Variant 3870)?,Emergency Flag,Yes/No,Low,General,No
Confusion,Since How Many Days (Variant 3871)?,Duration,Numeric,Medium,Respiratory,Yes
Confusion,"Mild, Moderate Or Severe (Variant 3872)?",Severity,Mild/Moderate/Severe,High,Cardiac,No
Confusion,How Frequently Does It Occur (Variant 3873)?,Frequency,Occasional/Frequent,Low,Neurology,Yes
Confusion,When Did It Start Worsening (Variant 3874)?,Progression,Numeric,Medium,Gi,No
Confusion,Any Associated Symptoms Present (Variant 3875)?,Associated Symptom,Yes/No,High,Endocrine,Yes
Confusion,Triggered By Activity (Variant 3876)?,Trigger,Yes/No,Low,Msk,No
Confusion,Localized Or Widespread (Variant 3877)?,Location,Localized/Diffuse,Medium,Dermatology,Yes
Confusion,Constant Or Intermittent (Variant 3878)?,Pattern,Constant/Intermittent,High,Emergency,No
Confusion,Does It Affect Daily Activities (Variant 3879)?,Impact,Yes/No,Low,General,Yes
Confusion,Any Emergency Warning Signs (Variant 3880)?,Emergency Flag,Yes/No,Medium,Respiratory,No
Memory Loss,Since How Many Days (Variant 3881)?,Duration,Numeric,High,Cardiac,Yes
Memory Loss,"Mild, Moderate Or Severe (Variant 3882)?",Severity,Mild/Moderate/Severe,Low,Neurology,No
Memory Loss,How Frequently Does It Occur (Variant 3883)?,Frequency,Occasional/Frequent,Medium,Gi,Yes
Memory Loss,When Did It Start Worsening (Variant 3884)?,Progression,Numeric,High,Endocrine,No
Memory Loss,Any Associated Symptoms Present (Variant 3885)?,Associated Symptom,Yes/No,Low,Msk,Yes
Memory Loss,Triggered By Activity (Variant 3886)?,Trigger,Yes/No,Medium,Dermatology,No
Memory Loss,Localized Or Widespread (Variant 3887)?,Location,Localized/Diffuse,High,Emergency,Yes
Memory Loss,Constant Or Intermittent (Variant 3888)?,Pattern,Constant/Intermittent,Low,General,No
Memory Loss,Does It Affect Daily Activities (Variant 3889)?,Impact,Yes/No,Medium,Respiratory,Yes
Memory Loss,Any Emergency Warning Signs (Variant 3890)?,Emergency Flag,Yes/No,High,Cardiac,No
Seizure,Since How Many Days (Variant 3891)?,Duration,Numeric,Low,Neurology,Yes
Seizure,"Mild, Moderate Or Severe (Variant 3892)?",Severity,Mild/Moderate/Severe,Medium,Gi,No
Seizure,How Frequently Does It Occur (Variant 3893)?,Frequency,Occasional/Frequent,High,Endocrine,Yes
Seizure,When Did It Start Worsening (Variant 3894)?,Progression,Numeric,Low,Msk,No
Seizure,Any Associated Symptoms Present (Variant 3895)?,Associated Symptom,Yes/No,Medium,Dermatology,Yes
Seizure,Triggered By Activity (Variant 3896)?,Trigger,Yes/No,High,Emergency,No
Seizure,Localized Or Widespread (Variant 3897)?,Location,Localized/Diffuse,Low,General,Yes
Seizure,Constant Or Intermittent (Variant 3898)?,Pattern,Constant/Intermittent,Medium,Respiratory,No
Seizure,Does It Affect Daily Activities (Variant 3899)?,Impact,Yes/No,High,Cardiac,Yes
Seizure,Any Emergency Warning Signs (Variant 3900)?,Emergency Flag,Yes/No,Low,Neurology,No
Numbness,Since How Many Days (Variant 3901)?,Duration,Numeric,Medium,Gi,Yes
Numbness,"Mild, Moderate Or Severe (Variant 3902)?",Severity,Mild/Moderate/Severe,High,Endocrine,No
Numbness,How Frequently Does It Occur (Variant 3903)?,Frequency,Occasional/Frequent,Low,Msk,Yes
Numbness,When Did It Start Worsening (Variant 3904)?,Progression,Numeric,Medium,Dermatology,No
Numbness,Any Associated Symptoms Present (Variant 3905)?,Associated Symptom,Yes/No,High,Emergency,Yes
Numbness,Triggered By Activity (Variant 3906)?,Trigger,Yes/No,Low,General,No
Numbness,Localized Or Widespread (Variant 3907)?,Location,Localized/Diffuse,Medium,Respiratory,Yes
Numbness,Constant Or Intermittent (Variant 3908)?,Pattern,Constant/Intermittent,High,Cardiac,No
Numbness,Does It Affect Daily Activities (Variant 3909)?,Impact,Yes/No,Low,Neurology,Yes
Numbness,Any Emergency Warning Signs (Variant 3910)?,Emergency Flag,Yes/No,Medium,Gi,No
Tingling,Since How Many Days (Variant 3911)?,Duration,Numeric,High,Endocrine,Yes
Tingling,"Mild, Moderate Or Severe (Variant 3912)?",Severity,Mild/Moderate/Severe,Low,Msk,No
Tingling,How Frequently Does It Occur (Variant 3913)?,Frequency,Occasional/Frequent,Medium,Dermatology,Yes
Tingling,When Did It Start Worsening (Variant 3914)?,Progression,Numeric,High,Emergency,No
Tingling,Any Associated Symptoms Present (Variant 3915)?,Associated Symptom,Yes/No,Low,General,Yes
Tingling,Triggered By Activity (Variant 3916)?,Trigger,Yes/No,Medium,Respiratory,No
Tingling,Localized Or Widespread (Variant 3917)?,Location,Localized/Diffuse,High,Cardiac,Yes
Tingling,Constant Or Intermittent (Variant 3918)?,Pattern,Constant/Intermittent,Low,Neurology,No
Tingling,Does It Affect Daily Activities (Variant 3919)?,Impact,Yes/No,Medium,Gi,Yes
Tingling,Any Emergency Warning Signs (Variant 3920)?,Emergency Flag,Yes/No,High,Endocrine,No
Tremor,Since How Many Days (Variant 3921)?,Duration,Numeric,Low,Msk,Yes
Tremor,"Mild, Moderate Or Severe (Variant 3922)?",Severity,Mild/Moderate/Severe,Medium,Dermatology,No
Tremor,How Frequently Does It Occur (Variant 3923)?,Frequency,Occasional/Frequent,High,Emergency,Yes
Tremor,When Did It Start Worsening (Variant 3924)?,Progression,Numeric,Low,General,No
