disease,description,cause,category,severity,disease_progression,common_complications,prevalence,primary_management
Secondary Dermatologic Failure 476,Secondary Dermatologic Failure 476 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Organ Dysfunction,Common,Specialist Referral
Progressive Dermatologic Failure 477,Progressive Dermatologic Failure 477 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Secondary Infection,Uncommon,Medication
Congenital Dermatologic Failure 478,Congenital Dermatologic Failure 478 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Inflammation Complications,Rare,Lifestyle
Inflammatory Dermatologic Failure 479,Inflammatory Dermatologic Failure 479 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,Common,Diagnostics
Metabolic Dermatologic Failure 480,Metabolic Dermatologic Failure 480 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Neurological Complications,Uncommon,Specialist Referral
Acute Hematologic Failure 481,Acute Hematologic Failure 481 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Organ Dysfunction,Rare,Medication
Chronic Hematologic Failure 482,Chronic Hematologic Failure 482 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Secondary Infection,Common,Lifestyle
Autoimmune Hematologic Failure 483,Autoimmune Hematologic Failure 483 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Inflammation Complications,Uncommon,Diagnostics
Idiopathic Hematologic Failure 484,Idiopathic Hematologic Failure 484 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Metabolic Imbalance,Rare,Specialist Referral
Primary Hematologic Failure 485,Primary Hematologic Failure 485 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Neurological Complications,Common,Medication
Secondary Hematologic Failure 486,Secondary Hematologic Failure 486 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Organ Dysfunction,Uncommon,Lifestyle
Progressive Hematologic Failure 487,Progressive Hematologic Failure 487 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Secondary Infection,Rare,Diagnostics
Congenital Hematologic Failure 488,Congenital Hematologic Failure 488 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Inflammation Complications,Common,Specialist Referral
Inflammatory Hematologic Failure 489,Inflammatory Hematologic Failure 489 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Metabolic Imbalance,Uncommon,Medication
Metabolic Hematologic Failure 490,Metabolic Hematologic Failure 490 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Neurological Complications,Rare,Lifestyle
Acute Musculoskeletal Failure 491,Acute Musculoskeletal Failure 491 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,Common,Diagnostics
Chronic Musculoskeletal Failure 492,Chronic Musculoskeletal Failure 492 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Secondary Infection,Uncommon,Specialist Referral
Autoimmune Musculoskeletal Failure 493,Autoimmune Musculoskeletal Failure 493 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Inflammation Complications,Rare,Medication
Idiopathic Musculoskeletal Failure 494,Idiopathic Musculoskeletal Failure 494 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Metabolic Imbalance,Common,Lifestyle
Primary Musculoskeletal Failure 495,Primary Musculoskeletal Failure 495 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Neurological Complications,Uncommon,Diagnostics
Secondary Musculoskeletal Failure 496,Secondary Musculoskeletal Failure 496 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Organ Dysfunction,Rare,Specialist Referral
Progressive Musculoskeletal Failure 497,Progressive Musculoskeletal Failure 497 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Secondary Infection,Common,Medication
Congenital Musculoskeletal Failure 498,Congenital Musculoskeletal Failure 498 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Inflammation Complications,Uncommon,Lifestyle
Inflammatory Musculoskeletal Failure 499,Inflammatory Musculoskeletal Failure 499 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,Rare,Diagnostics
Metabolic Musculoskeletal Failure 500,Metabolic Musculoskeletal Failure 500 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Neurological Complications,Common,Specialist Referral
Acute Respiratory Infection 501,Acute Respiratory Infection 501 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Organ Dysfunction,Uncommon,Medication
Chronic Respiratory Infection 502,Chronic Respiratory Infection 502 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Secondary Infection,Rare,Lifestyle
Autoimmune Respiratory Infection 503,Autoimmune Respiratory Infection 503 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Inflammation Complications,Common,Diagnostics
Idiopathic Respiratory Infection 504,Idiopathic Respiratory Infection 504 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Metabolic Imbalance,Uncommon,Specialist Referral
Primary Respiratory Infection 505,Primary Respiratory Infection 505 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Neurological Complications,Rare,Medication
Secondary Respiratory Infection 506,Secondary Respiratory Infection 506 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Organ Dysfunction,Common,Lifestyle
Progressive Respiratory Infection 507,Progressive Respiratory Infection 507 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Secondary Infection,Uncommon,Diagnostics
Congenital Respiratory Infection 508,Congenital Respiratory Infection 508 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Inflammation Complications,Rare,Specialist Referral
Inflammatory Respiratory Infection 509,Inflammatory Respiratory Infection 509 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Metabolic Imbalance,Common,Medication
Metabolic Respiratory Infection 510,Metabolic Respiratory Infection 510 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Neurological Complications,Uncommon,Lifestyle
Acute Cardiac Infection 511,Acute Cardiac Infection 511 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,Rare,Diagnostics
Chronic Cardiac Infection 512,Chronic Cardiac Infection 512 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Secondary Infection,Common,Specialist Referral
Autoimmune Cardiac Infection 513,Autoimmune Cardiac Infection 513 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Inflammation Complications,Uncommon,Medication
Idiopathic Cardiac Infection 514,Idiopathic Cardiac Infection 514 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Metabolic Imbalance,Rare,Lifestyle
Primary Cardiac Infection 515,Primary Cardiac Infection 515 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Neurological Complications,Common,Diagnostics
Secondary Cardiac Infection 516,Secondary Cardiac Infection 516 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Organ Dysfunction,Uncommon,Specialist Referral
Progressive Cardiac Infection 517,Progressive Cardiac Infection 517 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Secondary Infection,Rare,Medication
Congenital Cardiac Infection 518,Congenital Cardiac Infection 518 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Inflammation Complications,Common,Lifestyle
Inflammatory Cardiac Infection 519,Inflammatory Cardiac Infection 519 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,Uncommon,Diagnostics
Metabolic Cardiac Infection 520,Metabolic Cardiac Infection 520 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Neurological Complications,Rare,Specialist Referral
Acute Neurological Infection 521,Acute Neurological Infection 521 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Organ Dysfunction,Common,Medication
Chronic Neurological Infection 522,Chronic Neurological Infection 522 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Secondary Infection,Uncommon,Lifestyle
Autoimmune Neurological Infection 523,Autoimmune Neurological Infection 523 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Inflammation Complications,Rare,Diagnostics
Idiopathic Neurological Infection 524,Idiopathic Neurological Infection 524 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Metabolic Imbalance,Common,Specialist Referral
Primary Neurological Infection 525,Primary Neurological Infection 525 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Neurological Complications,Uncommon,Medication
Secondary Neurological Infection 526,Secondary Neurological Infection 526 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Organ Dysfunction,Rare,Lifestyle
Progressive Neurological Infection 527,Progressive Neurological Infection 527 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Secondary Infection,Common,Diagnostics
Congenital Neurological Infection 528,Congenital Neurological Infection 528 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Inflammation Complications,Uncommon,Specialist Referral
Inflammatory Neurological Infection 529,Inflammatory Neurological Infection 529 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Metabolic Imbalance,Rare,Medication
Metabolic Neurological Infection 530,Metabolic Neurological Infection 530 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Neurological Complications,Common,Lifestyle
Acute Renal Infection 531,Acute Renal Infection 531 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,Uncommon,Diagnostics
Chronic Renal Infection 532,Chronic Renal Infection 532 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Secondary Infection,Rare,Specialist Referral
Autoimmune Renal Infection 533,Autoimmune Renal Infection 533 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Inflammation Complications,Common,Medication
Idiopathic Renal Infection 534,Idiopathic Renal Infection 534 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Metabolic Imbalance,Uncommon,Lifestyle
Primary Renal Infection 535,Primary Renal Infection 535 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Neurological Complications,Rare,Diagnostics
Secondary Renal Infection 536,Secondary Renal Infection 536 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Organ Dysfunction,Common,Specialist Referral
Progressive Renal Infection 537,Progressive Renal Infection 537 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Secondary Infection,Uncommon,Medication
Congenital Renal Infection 538,Congenital Renal Infection 538 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Inflammation Complications,Rare,Lifestyle
Inflammatory Renal Infection 539,Inflammatory Renal Infection 539 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,Common,Diagnostics
Metabolic Renal Infection 540,Metabolic Renal Infection 540 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Neurological Complications,Uncommon,Specialist Referral
Acute Hepatic Infection 541,Acute Hepatic Infection 541 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Organ Dysfunction,Rare,Medication
Chronic Hepatic Infection 542,Chronic Hepatic Infection 542 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Secondary Infection,Common,Lifestyle
Autoimmune Hepatic Infection 543,Autoimmune Hepatic Infection 543 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Inflammation Complications,Uncommon,Diagnostics
Idiopathic Hepatic Infection 544,Idiopathic Hepatic Infection 544 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Metabolic Imbalance,Rare,Specialist Referral
Primary Hepatic Infection 545,Primary Hepatic Infection 545 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Neurological Complications,Common,Medication
Secondary Hepatic Infection 546,Secondary Hepatic Infection 546 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Organ Dysfunction,Uncommon,Lifestyle
Progressive Hepatic Infection 547,Progressive Hepatic Infection 547 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Secondary Infection,Rare,Diagnostics
Congenital Hepatic Infection 548,Congenital Hepatic Infection 548 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Inflammation Complications,Common,Specialist Referral
Inflammatory Hepatic Infection 549,Inflammatory Hepatic Infection 549 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Metabolic Imbalance,Uncommon,Medication
Metabolic Hepatic Infection 550,Metabolic Hepatic Infection 550 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Neurological Complications,Rare,Lifestyle
Acute Endocrine Infection 551,Acute Endocrine Infection 551 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,Common,Diagnostics
Chronic Endocrine Infection 552,Chronic Endocrine Infection 552 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Secondary Infection,Uncommon,Specialist Referral
Autoimmune Endocrine Infection 553,Autoimmune Endocrine Infection 553 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Inflammation Complications,Rare,Medication
Idiopathic Endocrine Infection 554,Idiopathic Endocrine Infection 554 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Metabolic Imbalance,Common,Lifestyle
Primary Endocrine Infection 555,Primary Endocrine Infection 555 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Neurological Complications,Uncommon,Diagnostics
Secondary Endocrine Infection 556,Secondary Endocrine Infection 556 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Organ Dysfunction,Rare,Specialist Referral
Progressive Endocrine Infection 557,Progressive Endocrine Infection 557 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Secondary Infection,Common,Medication
Congenital Endocrine Infection 558,Congenital Endocrine Infection 558 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Inflammation Complications,Uncommon,Lifestyle
Inflammatory Endocrine Infection 559,Inflammatory Endocrine Infection 559 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,Rare,Diagnostics
Metabolic Endocrine Infection 560,Metabolic Endocrine Infection 560 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Neurological Complications,Common,Specialist Referral
Acute Gastro Infection 561,Acute Gastro Infection 561 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Organ Dysfunction,Uncommon,Medication
Chronic Gastro Infection 562,Chronic Gastro Infection 562 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Secondary Infection,Rare,Lifestyle
Autoimmune Gastro Infection 563,Autoimmune Gastro Infection 563 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Inflammation Complications,Common,Diagnostics
Idiopathic Gastro Infection 564,Idiopathic Gastro Infection 564 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Metabolic Imbalance,Uncommon,Specialist Referral
Primary Gastro Infection 565,Primary Gastro Infection 565 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Neurological Complications,Rare,Medication
Secondary Gastro Infection 566,Secondary Gastro Infection 566 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Organ Dysfunction,Common,Lifestyle
Progressive Gastro Infection 567,Progressive Gastro Infection 567 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Secondary Infection,Uncommon,Diagnostics
Congenital Gastro Infection 568,Congenital Gastro Infection 568 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Inflammation Complications,Rare,Specialist Referral
Inflammatory Gastro Infection 569,Inflammatory Gastro Infection 569 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Metabolic Imbalance,Common,Medication
Metabolic Gastro Infection 570,Metabolic Gastro Infection 570 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Neurological Complications,Uncommon,Lifestyle
Acute Dermatologic Infection 571,Acute Dermatologic Infection 571 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,Rare,Diagnostics
Chronic Dermatologic Infection 572,Chronic Dermatologic Infection 572 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Secondary Infection,Common,Specialist Referral
Autoimmune Dermatologic Infection 573,Autoimmune Dermatologic Infection 573 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Inflammation Complications,Uncommon,Medication
Idiopathic Dermatologic Infection 574,Idiopathic Dermatologic Infection 574 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Metabolic Imbalance,Rare,Lifestyle
Primary Dermatologic Infection 575,Primary Dermatologic Infection 575 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Neurological Complications,Common,Diagnostics
Secondary Dermatologic Infection 576,Secondary Dermatologic Infection 576 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Organ Dysfunction,Uncommon,Specialist Referral
Progressive Dermatologic Infection 577,Progressive Dermatologic Infection 577 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Secondary Infection,Rare,Medication
Congenital Dermatologic Infection 578,Congenital Dermatologic Infection 578 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Inflammation Complications,Common,Lifestyle
Inflammatory Dermatologic Infection 579,Inflammatory Dermatologic Infection 579 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,Uncommon,Diagnostics
Metabolic Dermatologic Infection 580,Metabolic Dermatologic Infection 580 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Neurological Complications,Rare,Specialist Referral
Acute Hematologic Infection 581,Acute Hematologic Infection 581 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Organ Dysfunction,Common,Medication
Chronic Hematologic Infection 582,Chronic Hematologic Infection 582 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Secondary Infection,Uncommon,Lifestyle
Autoimmune Hematologic Infection 583,Autoimmune Hematologic Infection 583 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Inflammation Complications,Rare,Diagnostics
Idiopathic Hematologic Infection 584,Idiopathic Hematologic Infection 584 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Metabolic Imbalance,Common,Specialist Referral
Primary Hematologic Infection 585,Primary Hematologic Infection 585 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Neurological Complications,Uncommon,Medication
Secondary Hematologic Infection 586,Secondary Hematologic Infection 586 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Organ Dysfunction,Rare,Lifestyle
Progressive Hematologic Infection 587,Progressive Hematologic Infection 587 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Secondary Infection,Common,Diagnostics
Congenital Hematologic Infection 588,Congenital Hematologic Infection 588 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Inflammation Complications,Uncommon,Specialist Referral
Inflammatory Hematologic Infection 589,Inflammatory Hematologic Infection 589 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Metabolic Imbalance,Rare,Medication
Metabolic Hematologic Infection 590,Metabolic Hematologic Infection 590 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Neurological Complications,Common,Lifestyle
Acute Musculoskeletal Infection 591,Acute Musculoskeletal Infection 591 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,Uncommon,Diagnostics
Chronic Musculoskeletal Infection 592,Chronic Musculoskeletal Infection 592 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Secondary Infection,Rare,Specialist Referral
Autoimmune Musculoskeletal Infection 593,Autoimmune Musculoskeletal Infection 593 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Inflammation Complications,Common,Medication
Idiopathic Musculoskeletal Infection 594,Idiopathic Musculoskeletal Infection 594 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Metabolic Imbalance,Uncommon,Lifestyle
Primary Musculoskeletal Infection 595,Primary Musculoskeletal Infection 595 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Neurological Complications,Rare,Diagnostics
Secondary Musculoskeletal Infection 596,Secondary Musculoskeletal Infection 596 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Organ Dysfunction,Common,Specialist Referral
Progressive Musculoskeletal Infection 597,Progressive Musculoskeletal Infection 597 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Secondary Infection,Uncommon,Medication
