disease,description,cause,category,severity,disease_progression,common_complications,prevalence,primary_management
Autoimmune Neurological Failure 423,Autoimmune Neurological Failure 423 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Inflammation Complications,2,0
Idiopathic Neurological Failure 424,Idiopathic Neurological Failure 424 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Metabolic Imbalance,1,3
Primary Neurological Failure 425,Primary Neurological Failure 425 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Neurological Complications,0,2
Secondary Neurological Failure 426,Secondary Neurological Failure 426 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Organ Dysfunction,2,1
Progressive Neurological Failure 427,Progressive Neurological Failure 427 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Secondary Infection,1,0
Congenital Neurological Failure 428,Congenital Neurological Failure 428 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Inflammation Complications,0,3
Inflammatory Neurological Failure 429,Inflammatory Neurological Failure 429 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Metabolic Imbalance,2,2
Metabolic Neurological Failure 430,Metabolic Neurological Failure 430 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Neurological Complications,1,1
Acute Renal Failure 431,Acute Renal Failure 431 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,0,0
Chronic Renal Failure 432,Chronic Renal Failure 432 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Secondary Infection,2,3
Autoimmune Renal Failure 433,Autoimmune Renal Failure 433 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Inflammation Complications,1,2
Idiopathic Renal Failure 434,Idiopathic Renal Failure 434 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Metabolic Imbalance,0,1
Primary Renal Failure 435,Primary Renal Failure 435 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Neurological Complications,2,0
Secondary Renal Failure 436,Secondary Renal Failure 436 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Organ Dysfunction,1,3
Progressive Renal Failure 437,Progressive Renal Failure 437 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Secondary Infection,0,2
Congenital Renal Failure 438,Congenital Renal Failure 438 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Inflammation Complications,2,1
Inflammatory Renal Failure 439,Inflammatory Renal Failure 439 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,1,0
Metabolic Renal Failure 440,Metabolic Renal Failure 440 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Neurological Complications,0,3
Acute Hepatic Failure 441,Acute Hepatic Failure 441 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Organ Dysfunction,2,2
Chronic Hepatic Failure 442,Chronic Hepatic Failure 442 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Secondary Infection,1,1
Autoimmune Hepatic Failure 443,Autoimmune Hepatic Failure 443 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Inflammation Complications,0,0
Idiopathic Hepatic Failure 444,Idiopathic Hepatic Failure 444 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Metabolic Imbalance,2,3
Primary Hepatic Failure 445,Primary Hepatic Failure 445 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Neurological Complications,1,2
Secondary Hepatic Failure 446,Secondary Hepatic Failure 446 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Organ Dysfunction,0,1
Progressive Hepatic Failure 447,Progressive Hepatic Failure 447 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Secondary Infection,2,0
Congenital Hepatic Failure 448,Congenital Hepatic Failure 448 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Inflammation Complications,1,3
Inflammatory Hepatic Failure 449,Inflammatory Hepatic Failure 449 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Metabolic Imbalance,0,2
Metabolic Hepatic Failure 450,Metabolic Hepatic Failure 450 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Neurological Complications,2,1
Acute Endocrine Failure 451,Acute Endocrine Failure 451 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,1,0
Chronic Endocrine Failure 452,Chronic Endocrine Failure 452 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Secondary Infection,0,3
Autoimmune Endocrine Failure 453,Autoimmune Endocrine Failure 453 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Inflammation Complications,2,2
Idiopathic Endocrine Failure 454,Idiopathic Endocrine Failure 454 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Metabolic Imbalance,1,1
Primary Endocrine Failure 455,Primary Endocrine Failure 455 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Neurological Complications,0,0
Secondary Endocrine Failure 456,Secondary Endocrine Failure 456 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Organ Dysfunction,2,3
Progressive Endocrine Failure 457,Progressive Endocrine Failure 457 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Secondary Infection,1,2
Congenital Endocrine Failure 458,Congenital Endocrine Failure 458 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Inflammation Complications,0,1
Inflammatory Endocrine Failure 459,Inflammatory Endocrine Failure 459 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,2,0
Metabolic Endocrine Failure 460,Metabolic Endocrine Failure 460 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Neurological Complications,1,3
Acute Gastro Failure 461,Acute Gastro Failure 461 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Organ Dysfunction,0,2
Chronic Gastro Failure 462,Chronic Gastro Failure 462 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Secondary Infection,2,1
Autoimmune Gastro Failure 463,Autoimmune Gastro Failure 463 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Inflammation Complications,1,0
Idiopathic Gastro Failure 464,Idiopathic Gastro Failure 464 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Metabolic Imbalance,0,3
Primary Gastro Failure 465,Primary Gastro Failure 465 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Neurological Complications,2,2
Secondary Gastro Failure 466,Secondary Gastro Failure 466 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Organ Dysfunction,1,1
Progressive Gastro Failure 467,Progressive Gastro Failure 467 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Secondary Infection,0,0
Congenital Gastro Failure 468,Congenital Gastro Failure 468 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Inflammation Complications,2,3
Inflammatory Gastro Failure 469,Inflammatory Gastro Failure 469 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Metabolic Imbalance,1,2
Metabolic Gastro Failure 470,Metabolic Gastro Failure 470 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Neurological Complications,0,1
Acute Dermatologic Failure 471,Acute Dermatologic Failure 471 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,2,0
Chronic Dermatologic Failure 472,Chronic Dermatologic Failure 472 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Secondary Infection,1,3
Autoimmune Dermatologic Failure 473,Autoimmune Dermatologic Failure 473 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Inflammation Complications,0,2
Idiopathic Dermatologic Failure 474,Idiopathic Dermatologic Failure 474 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Metabolic Imbalance,2,1
Primary Dermatologic Failure 475,Primary Dermatologic Failure 475 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Neurological Complications,1,0
Secondary Dermatologic Failure 476,Secondary Dermatologic Failure 476 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Organ Dysfunction,0,3
Progressive Dermatologic Failure 477,Progressive Dermatologic Failure 477 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Secondary Infection,2,2
Congenital Dermatologic Failure 478,Congenital Dermatologic Failure 478 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Inflammation Complications,1,1
Inflammatory Dermatologic Failure 479,Inflammatory Dermatologic Failure 479 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,0,0
Metabolic Dermatologic Failure 480,Metabolic Dermatologic Failure 480 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Neurological Complications,2,3
Acute Hematologic Failure 481,Acute Hematologic Failure 481 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Organ Dysfunction,1,2
Chronic Hematologic Failure 482,Chronic Hematologic Failure 482 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Secondary Infection,0,1
Autoimmune Hematologic Failure 483,Autoimmune Hematologic Failure 483 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Inflammation Complications,2,0
Idiopathic Hematologic Failure 484,Idiopathic Hematologic Failure 484 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Metabolic Imbalance,1,3
Primary Hematologic Failure 485,Primary Hematologic Failure 485 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Neurological Complications,0,2
Secondary Hematologic Failure 486,Secondary Hematologic Failure 486 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Organ Dysfunction,2,1
Progressive Hematologic Failure 487,Progressive Hematologic Failure 487 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Secondary Infection,1,0
Congenital Hematologic Failure 488,Congenital Hematologic Failure 488 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Inflammation Complications,0,3
Inflammatory Hematologic Failure 489,Inflammatory Hematologic Failure 489 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Metabolic Imbalance,2,2
Metabolic Hematologic Failure 490,Metabolic Hematologic Failure 490 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Neurological Complications,1,1
Acute Musculoskeletal Failure 491,Acute Musculoskeletal Failure 491 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,0,0
Chronic Musculoskeletal Failure 492,Chronic Musculoskeletal Failure 492 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Secondary Infection,2,3
Autoimmune Musculoskeletal Failure 493,Autoimmune Musculoskeletal Failure 493 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Inflammation Complications,1,2
Idiopathic Musculoskeletal Failure 494,Idiopathic Musculoskeletal Failure 494 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Metabolic Imbalance,0,1
Primary Musculoskeletal Failure 495,Primary Musculoskeletal Failure 495 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Neurological Complications,2,0
Secondary Musculoskeletal Failure 496,Secondary Musculoskeletal Failure 496 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Organ Dysfunction,1,3
Progressive Musculoskeletal Failure 497,Progressive Musculoskeletal Failure 497 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Secondary Infection,0,2
Congenital Musculoskeletal Failure 498,Congenital Musculoskeletal Failure 498 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Inflammation Complications,2,1
Inflammatory Musculoskeletal Failure 499,Inflammatory Musculoskeletal Failure 499 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,1,0
Metabolic Musculoskeletal Failure 500,Metabolic Musculoskeletal Failure 500 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Neurological Complications,0,3
Acute Respiratory Infection 501,Acute Respiratory Infection 501 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Organ Dysfunction,2,2
Chronic Respiratory Infection 502,Chronic Respiratory Infection 502 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Secondary Infection,1,1
Autoimmune Respiratory Infection 503,Autoimmune Respiratory Infection 503 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Inflammation Complications,0,0
Idiopathic Respiratory Infection 504,Idiopathic Respiratory Infection 504 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Metabolic Imbalance,2,3
Primary Respiratory Infection 505,Primary Respiratory Infection 505 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Neurological Complications,1,2
Secondary Respiratory Infection 506,Secondary Respiratory Infection 506 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Organ Dysfunction,0,1
Progressive Respiratory Infection 507,Progressive Respiratory Infection 507 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Secondary Infection,2,0
Congenital Respiratory Infection 508,Congenital Respiratory Infection 508 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Inflammation Complications,1,3
Inflammatory Respiratory Infection 509,Inflammatory Respiratory Infection 509 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Metabolic Imbalance,0,2
Metabolic Respiratory Infection 510,Metabolic Respiratory Infection 510 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Neurological Complications,2,1
Acute Cardiac Infection 511,Acute Cardiac Infection 511 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,1,0
Chronic Cardiac Infection 512,Chronic Cardiac Infection 512 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Secondary Infection,0,3
Autoimmune Cardiac Infection 513,Autoimmune Cardiac Infection 513 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Inflammation Complications,2,2
Idiopathic Cardiac Infection 514,Idiopathic Cardiac Infection 514 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Metabolic Imbalance,1,1
Primary Cardiac Infection 515,Primary Cardiac Infection 515 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Neurological Complications,0,0
Secondary Cardiac Infection 516,Secondary Cardiac Infection 516 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Organ Dysfunction,2,3
Progressive Cardiac Infection 517,Progressive Cardiac Infection 517 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Secondary Infection,1,2
Congenital Cardiac Infection 518,Congenital Cardiac Infection 518 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Inflammation Complications,0,1
Inflammatory Cardiac Infection 519,Inflammatory Cardiac Infection 519 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,2,0
Metabolic Cardiac Infection 520,Metabolic Cardiac Infection 520 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Neurological Complications,1,3
Acute Neurological Infection 521,Acute Neurological Infection 521 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Organ Dysfunction,0,2
Chronic Neurological Infection 522,Chronic Neurological Infection 522 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Secondary Infection,2,1
Autoimmune Neurological Infection 523,Autoimmune Neurological Infection 523 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Inflammation Complications,1,0
Idiopathic Neurological Infection 524,Idiopathic Neurological Infection 524 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Metabolic Imbalance,0,3
Primary Neurological Infection 525,Primary Neurological Infection 525 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Neurological Complications,2,2
Secondary Neurological Infection 526,Secondary Neurological Infection 526 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Organ Dysfunction,1,1
Progressive Neurological Infection 527,Progressive Neurological Infection 527 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Secondary Infection,0,0
Congenital Neurological Infection 528,Congenital Neurological Infection 528 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Inflammation Complications,2,3
Inflammatory Neurological Infection 529,Inflammatory Neurological Infection 529 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Metabolic Imbalance,1,2
Metabolic Neurological Infection 530,Metabolic Neurological Infection 530 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Neurological Complications,0,1
Acute Renal Infection 531,Acute Renal Infection 531 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,2,0
Chronic Renal Infection 532,Chronic Renal Infection 532 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Secondary Infection,1,3
Autoimmune Renal Infection 533,Autoimmune Renal Infection 533 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Inflammation Complications,0,2
Idiopathic Renal Infection 534,Idiopathic Renal Infection 534 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Metabolic Imbalance,2,1
Primary Renal Infection 535,Primary Renal Infection 535 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Neurological Complications,1,0
Secondary Renal Infection 536,Secondary Renal Infection 536 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Organ Dysfunction,0,3
Progressive Renal Infection 537,Progressive Renal Infection 537 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Secondary Infection,2,2
Congenital Renal Infection 538,Congenital Renal Infection 538 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Inflammation Complications,1,1
Inflammatory Renal Infection 539,Inflammatory Renal Infection 539 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,0,0
Metabolic Renal Infection 540,Metabolic Renal Infection 540 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Neurological Complications,2,3
Acute Hepatic Infection 541,Acute Hepatic Infection 541 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Organ Dysfunction,1,2
Chronic Hepatic Infection 542,Chronic Hepatic Infection 542 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Secondary Infection,0,1
Autoimmune Hepatic Infection 543,Autoimmune Hepatic Infection 543 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Inflammation Complications,2,0
Idiopathic Hepatic Infection 544,Idiopathic Hepatic Infection 544 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Metabolic Imbalance,1,3
Primary Hepatic Infection 545,Primary Hepatic Infection 545 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Neurological Complications,0,2
Secondary Hepatic Infection 546,Secondary Hepatic Infection 546 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Organ Dysfunction,2,1
Progressive Hepatic Infection 547,Progressive Hepatic Infection 547 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Secondary Infection,1,0
Congenital Hepatic Infection 548,Congenital Hepatic Infection 548 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Inflammation Complications,0,3
Inflammatory Hepatic Infection 549,Inflammatory Hepatic Infection 549 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Metabolic Imbalance,2,2
Metabolic Hepatic Infection 550,Metabolic Hepatic Infection 550 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Neurological Complications,1,1
Acute Endocrine Infection 551,Acute Endocrine Infection 551 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,0,0
Chronic Endocrine Infection 552,Chronic Endocrine Infection 552 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Secondary Infection,2,3
Autoimmune Endocrine Infection 553,Autoimmune Endocrine Infection 553 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Inflammation Complications,1,2
Idiopathic Endocrine Infection 554,Idiopathic Endocrine Infection 554 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Metabolic Imbalance,0,1
Primary Endocrine Infection 555,Primary Endocrine Infection 555 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Neurological Complications,2,0
Secondary Endocrine Infection 556,Secondary Endocrine Infection 556 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Organ Dysfunction,1,3
Progressive Endocrine Infection 557,Progressive Endocrine Infection 557 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Secondary Infection,0,2
Congenital Endocrine Infection 558,Congenital Endocrine Infection 558 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Inflammation Complications,2,1
Inflammatory Endocrine Infection 559,Inflammatory Endocrine Infection 559 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,1,0
Metabolic Endocrine Infection 560,Metabolic Endocrine Infection 560 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Neurological Complications,0,3
Acute Gastro Infection 561,Acute Gastro Infection 561 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Organ Dysfunction,2,2
Chronic Gastro Infection 562,Chronic Gastro Infection 562 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Secondary Infection,1,1
Autoimmune Gastro Infection 563,Autoimmune Gastro Infection 563 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Inflammation Complications,0,0
Idiopathic Gastro Infection 564,Idiopathic Gastro Infection 564 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Metabolic Imbalance,2,3
Primary Gastro Infection 565,Primary Gastro Infection 565 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Neurological Complications,1,2
