drug,disease,dosage,side_effects,contraindications,drug_category,general_precaution,administration_route,population_group,risk_level,disclaimer,temporal_severity_score
223,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
425,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
475,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
374,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
76,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
27,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
272,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
400,Fever,10,Nausea,Severe Liver Disease,0,8,1,2,1,1,1.0
297,Pain,7,Gi Upset,Peptic Ulcer,8,1,1,1,2,2,1.0
1,Bacterial Infection,10,Rash,Penicillin Allergy,1,9,1,0,3,2,1.0
349,Type 2 Diabetes,10,Diarrhea,Renal Failure,2,3,1,2,4,2,1.0
0,Hypertension,8,Edema,Severe Hypotension,3,2,1,1,1,2,1.0
450,Asthma,3,Tremor,Arrhythmia,5,7,0,0,2,0,1.0
399,Gerd,4,Headache,Hypersensitivity,9,6,1,2,3,1,1.0
348,Hypertension,9,Dizziness,Pregnancy,4,4,1,1,4,2,1.0
298,Diabetes,0,Hypoglycemia,Dose Errors,7,5,2,0,1,0,1.0
2,Respiratory Infection,10,Nausea,Qt Prolongation,1,0,1,2,2,2,1.0
145,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
343,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
194,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
243,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
445,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
495,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
394,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
96,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
47,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
292,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
116,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
314,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
165,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
214,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
416,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
466,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
365,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
67,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
18,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
263,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
106,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
304,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
155,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
204,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
406,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
456,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
355,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
57,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
8,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
253,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
101,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
299,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
150,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
199,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
401,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
451,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
350,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
52,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
3,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
248,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
140,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
338,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
189,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
238,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
440,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
490,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
389,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
91,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
42,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
287,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
131,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
329,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
180,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
229,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
431,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
481,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
380,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
82,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
33,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
278,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
126,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
324,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
175,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
224,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
426,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
476,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
375,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
77,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
28,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
273,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
111,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
309,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
160,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
209,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
411,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
461,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
360,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
62,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
13,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
258,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
121,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
319,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
170,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
219,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
421,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
471,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
370,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
72,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
23,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
268,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
136,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
334,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
185,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
234,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
436,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
486,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
385,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
87,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
38,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
283,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
146,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
344,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
195,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
244,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
446,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
496,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
395,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
97,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
48,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
293,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
117,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
315,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
166,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
215,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
417,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
467,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
366,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
68,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
19,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
264,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
107,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
305,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
156,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
205,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
407,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
457,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
356,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
58,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
9,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
254,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
102,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
300,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
151,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
200,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
402,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
452,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
351,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
53,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
4,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
249,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
141,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
339,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
190,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
239,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
441,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
491,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
390,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
92,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
43,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
288,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
132,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
330,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
181,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
230,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
432,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
482,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
381,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
83,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
34,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
279,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
127,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
325,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
176,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
225,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
427,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
477,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
376,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
78,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
29,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
274,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
112,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
310,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
161,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
210,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
412,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
462,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
361,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
63,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
14,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
259,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
122,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
320,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
171,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
220,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
422,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
472,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
371,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
73,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
24,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
269,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
137,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
335,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
186,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
235,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
437,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
487,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
386,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
88,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
39,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
284,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
147,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
345,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
196,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
245,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
447,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
497,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
396,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
98,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
49,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
294,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
118,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
316,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
167,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
216,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
418,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
468,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
367,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
69,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
20,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
265,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
108,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
306,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
157,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
206,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
408,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
458,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
357,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
59,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
10,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
255,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
103,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
301,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
152,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
201,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
403,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
453,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
352,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
54,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
5,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
250,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
142,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
340,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
191,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
240,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
442,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
492,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
391,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
93,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
44,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
289,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
133,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
331,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
182,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
231,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
433,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
483,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
382,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
84,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
35,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
280,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
128,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
326,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
177,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
226,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
428,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
478,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
377,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
79,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
30,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
275,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
113,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
311,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
162,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
211,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
413,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
463,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
362,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
64,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
15,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
260,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
123,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
321,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
172,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
221,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
423,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
473,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
372,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
74,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
25,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
270,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
138,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
336,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
187,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
236,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
438,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
488,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
387,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
89,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
40,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
285,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
148,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
346,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
197,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
246,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,1,2,2,1.0
448,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,0,3,2,1.0
498,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,2,4,2,1.0
397,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,1,1,2,1.0
99,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,0,2,2,1.0
50,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,2,3,2,1.0
295,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,1,4,2,1.0
119,General Disorder,9,Varied Mild Effects,See Clinician,6,10,1,0,1,2,1.0
317,General Disorder,1,Varied Mild Effects,See Clinician,6,10,1,2,2,2,1.0
168,General Disorder,2,Varied Mild Effects,See Clinician,6,10,1,1,3,2,1.0
217,General Disorder,5,Varied Mild Effects,See Clinician,6,10,1,0,4,2,1.0
419,General Disorder,6,Varied Mild Effects,See Clinician,6,10,1,2,1,2,1.0
