symptom,follow_up_question,question_type,expected_values,priority,clinical_category,emergency_flag
Diarrhea,Any Emergency Warning Signs (Variant 4300)?,2,5,2,8,0
Constipation,Since How Many Days (Variant 4301)?,1,3,3,0,1
Constipation,"Mild, Moderate Or Severe (Variant 4302)?",8,2,1,7,0
Constipation,How Frequently Does It Occur (Variant 4303)?,3,4,2,5,1
Constipation,When Did It Start Worsening (Variant 4304)?,7,3,3,3,0
Constipation,Any Associated Symptoms Present (Variant 4305)?,0,5,1,6,1
Constipation,Triggered By Activity (Variant 4306)?,9,5,2,1,0
Constipation,Localized Or Widespread (Variant 4307)?,5,1,3,2,1
Constipation,Constant Or Intermittent (Variant 4308)?,6,0,1,4,0
Constipation,Does It Affect Daily Activities (Variant 4309)?,4,5,2,8,1
Constipation,Any Emergency Warning Signs (Variant 4310)?,2,5,3,0,0
Abdominal Pain,Since How Many Days (Variant 4311)?,1,3,1,7,1
Abdominal Pain,"Mild, Moderate Or Severe (Variant 4312)?",8,2,2,5,0
Abdominal Pain,How Frequently Does It Occur (Variant 4313)?,3,4,3,3,1
Abdominal Pain,When Did It Start Worsening (Variant 4314)?,7,3,1,6,0
Abdominal Pain,Any Associated Symptoms Present (Variant 4315)?,0,5,2,1,1
Abdominal Pain,Triggered By Activity (Variant 4316)?,9,5,3,2,0
Abdominal Pain,Localized Or Widespread (Variant 4317)?,5,1,1,4,1
Abdominal Pain,Constant Or Intermittent (Variant 4318)?,6,0,2,8,0
Abdominal Pain,Does It Affect Daily Activities (Variant 4319)?,4,5,3,0,1
Abdominal Pain,Any Emergency Warning Signs (Variant 4320)?,2,5,1,7,0
Back Pain,Since How Many Days (Variant 4321)?,1,3,2,5,1
Back Pain,"Mild, Moderate Or Severe (Variant 4322)?",8,2,3,3,0
Back Pain,How Frequently Does It Occur (Variant 4323)?,3,4,1,6,1
Back Pain,When Did It Start Worsening (Variant 4324)?,7,3,2,1,0
Back Pain,Any Associated Symptoms Present (Variant 4325)?,0,5,3,2,1
Back Pain,Triggered By Activity (Variant 4326)?,9,5,1,4,0
Back Pain,Localized Or Widespread (Variant 4327)?,5,1,2,8,1
Back Pain,Constant Or Intermittent (Variant 4328)?,6,0,3,0,0
Back Pain,Does It Affect Daily Activities (Variant 4329)?,4,5,1,7,1
Back Pain,Any Emergency Warning Signs (Variant 4330)?,2,5,2,5,0
Joint Pain,Since How Many Days (Variant 4331)?,1,3,3,3,1
Joint Pain,"Mild, Moderate Or Severe (Variant 4332)?",8,2,1,6,0
Joint Pain,How Frequently Does It Occur (Variant 4333)?,3,4,2,1,1
Joint Pain,When Did It Start Worsening (Variant 4334)?,7,3,3,2,0
Joint Pain,Any Associated Symptoms Present (Variant 4335)?,0,5,1,4,1
Joint Pain,Triggered By Activity (Variant 4336)?,9,5,2,8,0
Joint Pain,Localized Or Widespread (Variant 4337)?,5,1,3,0,1
Joint Pain,Constant Or Intermittent (Variant 4338)?,6,0,1,7,0
Joint Pain,Does It Affect Daily Activities (Variant 4339)?,4,5,2,5,1
Joint Pain,Any Emergency Warning Signs (Variant 4340)?,2,5,3,3,0
Muscle Pain,Since How Many Days (Variant 4341)?,1,3,1,6,1
Muscle Pain,"Mild, Moderate Or Severe (Variant 4342)?",8,2,2,1,0
Muscle Pain,How Frequently Does It Occur (Variant 4343)?,3,4,3,2,1
Muscle Pain,When Did It Start Worsening (Variant 4344)?,7,3,1,4,0
Muscle Pain,Any Associated Symptoms Present (Variant 4345)?,0,5,2,8,1
Muscle Pain,Triggered By Activity (Variant 4346)?,9,5,3,0,0
Muscle Pain,Localized Or Widespread (Variant 4347)?,5,1,1,7,1
Muscle Pain,Constant Or Intermittent (Variant 4348)?,6,0,2,5,0
Muscle Pain,Does It Affect Daily Activities (Variant 4349)?,4,5,3,3,1
Muscle Pain,Any Emergency Warning Signs (Variant 4350)?,2,5,1,6,0
Palpitations,Since How Many Days (Variant 4351)?,1,3,2,1,1
Palpitations,"Mild, Moderate Or Severe (Variant 4352)?",8,2,3,2,0
Palpitations,How Frequently Does It Occur (Variant 4353)?,3,4,1,4,1
Palpitations,When Did It Start Worsening (Variant 4354)?,7,3,2,8,0
Palpitations,Any Associated Symptoms Present (Variant 4355)?,0,5,3,0,1
Palpitations,Triggered By Activity (Variant 4356)?,9,5,1,7,0
Palpitations,Localized Or Widespread (Variant 4357)?,5,1,2,5,1
Palpitations,Constant Or Intermittent (Variant 4358)?,6,0,3,3,0
Palpitations,Does It Affect Daily Activities (Variant 4359)?,4,5,1,6,1
Palpitations,Any Emergency Warning Signs (Variant 4360)?,2,5,2,1,0
Leg Swelling,Since How Many Days (Variant 4361)?,1,3,3,2,1
Leg Swelling,"Mild, Moderate Or Severe (Variant 4362)?",8,2,1,4,0
Leg Swelling,How Frequently Does It Occur (Variant 4363)?,3,4,2,8,1
Leg Swelling,When Did It Start Worsening (Variant 4364)?,7,3,3,0,0
Leg Swelling,Any Associated Symptoms Present (Variant 4365)?,0,5,1,7,1
Leg Swelling,Triggered By Activity (Variant 4366)?,9,5,2,5,0
Leg Swelling,Localized Or Widespread (Variant 4367)?,5,1,3,3,1
Leg Swelling,Constant Or Intermittent (Variant 4368)?,6,0,1,6,0
Leg Swelling,Does It Affect Daily Activities (Variant 4369)?,4,5,2,1,1
Leg Swelling,Any Emergency Warning Signs (Variant 4370)?,2,5,3,2,0
Syncope,Since How Many Days (Variant 4371)?,1,3,1,4,1
Syncope,"Mild, Moderate Or Severe (Variant 4372)?",8,2,2,8,0
Syncope,How Frequently Does It Occur (Variant 4373)?,3,4,3,0,1
Syncope,When Did It Start Worsening (Variant 4374)?,7,3,1,7,0
Syncope,Any Associated Symptoms Present (Variant 4375)?,0,5,2,5,1
Syncope,Triggered By Activity (Variant 4376)?,9,5,3,3,0
Syncope,Localized Or Widespread (Variant 4377)?,5,1,1,6,1
Syncope,Constant Or Intermittent (Variant 4378)?,6,0,2,1,0
Syncope,Does It Affect Daily Activities (Variant 4379)?,4,5,3,2,1
Syncope,Any Emergency Warning Signs (Variant 4380)?,2,5,1,4,0
Wheezing,Since How Many Days (Variant 4381)?,1,3,2,8,1
Wheezing,"Mild, Moderate Or Severe (Variant 4382)?",8,2,3,0,0
Wheezing,How Frequently Does It Occur (Variant 4383)?,3,4,1,7,1
Wheezing,When Did It Start Worsening (Variant 4384)?,7,3,2,5,0
Wheezing,Any Associated Symptoms Present (Variant 4385)?,0,5,3,3,1
Wheezing,Triggered By Activity (Variant 4386)?,9,5,1,6,0
Wheezing,Localized Or Widespread (Variant 4387)?,5,1,2,1,1
Wheezing,Constant Or Intermittent (Variant 4388)?,6,0,3,2,0
Wheezing,Does It Affect Daily Activities (Variant 4389)?,4,5,1,4,1
Wheezing,Any Emergency Warning Signs (Variant 4390)?,2,5,2,8,0
Sore Throat,Since How Many Days (Variant 4391)?,1,3,3,0,1
Sore Throat,"Mild, Moderate Or Severe (Variant 4392)?",8,2,1,7,0
Sore Throat,How Frequently Does It Occur (Variant 4393)?,3,4,2,5,1
Sore Throat,When Did It Start Worsening (Variant 4394)?,7,3,3,3,0
Sore Throat,Any Associated Symptoms Present (Variant 4395)?,0,5,1,6,1
Sore Throat,Triggered By Activity (Variant 4396)?,9,5,2,1,0
Sore Throat,Localized Or Widespread (Variant 4397)?,5,1,3,2,1
Sore Throat,Constant Or Intermittent (Variant 4398)?,6,0,1,4,0
Sore Throat,Does It Affect Daily Activities (Variant 4399)?,4,5,2,8,1
Sore Throat,Any Emergency Warning Signs (Variant 4400)?,2,5,3,0,0
Runny Nose,Since How Many Days (Variant 4401)?,1,3,1,7,1
Runny Nose,"Mild, Moderate Or Severe (Variant 4402)?",8,2,2,5,0
Runny Nose,How Frequently Does It Occur (Variant 4403)?,3,4,3,3,1
Runny Nose,When Did It Start Worsening (Variant 4404)?,7,3,1,6,0
Runny Nose,Any Associated Symptoms Present (Variant 4405)?,0,5,2,1,1
Runny Nose,Triggered By Activity (Variant 4406)?,9,5,3,2,0
Runny Nose,Localized Or Widespread (Variant 4407)?,5,1,1,4,1
Runny Nose,Constant Or Intermittent (Variant 4408)?,6,0,2,8,0
Runny Nose,Does It Affect Daily Activities (Variant 4409)?,4,5,3,0,1
Runny Nose,Any Emergency Warning Signs (Variant 4410)?,2,5,1,7,0
Nasal Congestion,Since How Many Days (Variant 4411)?,1,3,2,5,1
Nasal Congestion,"Mild, Moderate Or Severe (Variant 4412)?",8,2,3,3,0
Nasal Congestion,How Frequently Does It Occur (Variant 4413)?,3,4,1,6,1
Nasal Congestion,When Did It Start Worsening (Variant 4414)?,7,3,2,1,0
Nasal Congestion,Any Associated Symptoms Present (Variant 4415)?,0,5,3,2,1
Nasal Congestion,Triggered By Activity (Variant 4416)?,9,5,1,4,0
Nasal Congestion,Localized Or Widespread (Variant 4417)?,5,1,2,8,1
Nasal Congestion,Constant Or Intermittent (Variant 4418)?,6,0,3,0,0
Nasal Congestion,Does It Affect Daily Activities (Variant 4419)?,4,5,1,7,1
Nasal Congestion,Any Emergency Warning Signs (Variant 4420)?,2,5,2,5,0
Chills,Since How Many Days (Variant 4421)?,1,3,3,3,1
Chills,"Mild, Moderate Or Severe (Variant 4422)?",8,2,1,6,0
Chills,How Frequently Does It Occur (Variant 4423)?,3,4,2,1,1
Chills,When Did It Start Worsening (Variant 4424)?,7,3,3,2,0
Chills,Any Associated Symptoms Present (Variant 4425)?,0,5,1,4,1
Chills,Triggered By Activity (Variant 4426)?,9,5,2,8,0
Chills,Localized Or Widespread (Variant 4427)?,5,1,3,0,1
Chills,Constant Or Intermittent (Variant 4428)?,6,0,1,7,0
Chills,Does It Affect Daily Activities (Variant 4429)?,4,5,2,5,1
Chills,Any Emergency Warning Signs (Variant 4430)?,2,5,3,3,0
Night Sweats,Since How Many Days (Variant 4431)?,1,3,1,6,1
Night Sweats,"Mild, Moderate Or Severe (Variant 4432)?",8,2,2,1,0
Night Sweats,How Frequently Does It Occur (Variant 4433)?,3,4,3,2,1
Night Sweats,When Did It Start Worsening (Variant 4434)?,7,3,1,4,0
Night Sweats,Any Associated Symptoms Present (Variant 4435)?,0,5,2,8,1
Night Sweats,Triggered By Activity (Variant 4436)?,9,5,3,0,0
Night Sweats,Localized Or Widespread (Variant 4437)?,5,1,1,7,1
Night Sweats,Constant Or Intermittent (Variant 4438)?,6,0,2,5,0
Night Sweats,Does It Affect Daily Activities (Variant 4439)?,4,5,3,3,1
Night Sweats,Any Emergency Warning Signs (Variant 4440)?,2,5,1,6,0
Weight Loss,Since How Many Days (Variant 4441)?,1,3,2,1,1
Weight Loss,"Mild, Moderate Or Severe (Variant 4442)?",8,2,3,2,0
Weight Loss,How Frequently Does It Occur (Variant 4443)?,3,4,1,4,1
Weight Loss,When Did It Start Worsening (Variant 4444)?,7,3,2,8,0
Weight Loss,Any Associated Symptoms Present (Variant 4445)?,0,5,3,0,1
Weight Loss,Triggered By Activity (Variant 4446)?,9,5,1,7,0
Weight Loss,Localized Or Widespread (Variant 4447)?,5,1,2,5,1
Weight Loss,Constant Or Intermittent (Variant 4448)?,6,0,3,3,0
Weight Loss,Does It Affect Daily Activities (Variant 4449)?,4,5,1,6,1
Weight Loss,Any Emergency Warning Signs (Variant 4450)?,2,5,2,1,0
Loss Of Appetite,Since How Many Days (Variant 4451)?,1,3,3,2,1
Loss Of Appetite,"Mild, Moderate Or Severe (Variant 4452)?",8,2,1,4,0
Loss Of Appetite,How Frequently Does It Occur (Variant 4453)?,3,4,2,8,1
Loss Of Appetite,When Did It Start Worsening (Variant 4454)?,7,3,3,0,0
Loss Of Appetite,Any Associated Symptoms Present (Variant 4455)?,0,5,1,7,1
Loss Of Appetite,Triggered By Activity (Variant 4456)?,9,5,2,5,0
Loss Of Appetite,Localized Or Widespread (Variant 4457)?,5,1,3,3,1
Loss Of Appetite,Constant Or Intermittent (Variant 4458)?,6,0,1,6,0
Loss Of Appetite,Does It Affect Daily Activities (Variant 4459)?,4,5,2,1,1
Loss Of Appetite,Any Emergency Warning Signs (Variant 4460)?,2,5,3,2,0
Weakness,Since How Many Days (Variant 4461)?,1,3,1,4,1
Weakness,"Mild, Moderate Or Severe (Variant 4462)?",8,2,2,8,0
Weakness,How Frequently Does It Occur (Variant 4463)?,3,4,3,0,1
Weakness,When Did It Start Worsening (Variant 4464)?,7,3,1,7,0
Weakness,Any Associated Symptoms Present (Variant 4465)?,0,5,2,5,1
Weakness,Triggered By Activity (Variant 4466)?,9,5,3,3,0
Weakness,Localized Or Widespread (Variant 4467)?,5,1,1,6,1
Weakness,Constant Or Intermittent (Variant 4468)?,6,0,2,1,0
Weakness,Does It Affect Daily Activities (Variant 4469)?,4,5,3,2,1
Weakness,Any Emergency Warning Signs (Variant 4470)?,2,5,1,4,0
Confusion,Since How Many Days (Variant 4471)?,1,3,2,8,1
Confusion,"Mild, Moderate Or Severe (Variant 4472)?",8,2,3,0,0
Confusion,How Frequently Does It Occur (Variant 4473)?,3,4,1,7,1
Confusion,When Did It Start Worsening (Variant 4474)?,7,3,2,5,0
Confusion,Any Associated Symptoms Present (Variant 4475)?,0,5,3,3,1
Confusion,Triggered By Activity (Variant 4476)?,9,5,1,6,0
Confusion,Localized Or Widespread (Variant 4477)?,5,1,2,1,1
Confusion,Constant Or Intermittent (Variant 4478)?,6,0,3,2,0
Confusion,Does It Affect Daily Activities (Variant 4479)?,4,5,1,4,1
Confusion,Any Emergency Warning Signs (Variant 4480)?,2,5,2,8,0
Memory Loss,Since How Many Days (Variant 4481)?,1,3,3,0,1
Memory Loss,"Mild, Moderate Or Severe (Variant 4482)?",8,2,1,7,0
Memory Loss,How Frequently Does It Occur (Variant 4483)?,3,4,2,5,1
Memory Loss,When Did It Start Worsening (Variant 4484)?,7,3,3,3,0
Memory Loss,Any Associated Symptoms Present (Variant 4485)?,0,5,1,6,1
Memory Loss,Triggered By Activity (Variant 4486)?,9,5,2,1,0
Memory Loss,Localized Or Widespread (Variant 4487)?,5,1,3,2,1
Memory Loss,Constant Or Intermittent (Variant 4488)?,6,0,1,4,0
Memory Loss,Does It Affect Daily Activities (Variant 4489)?,4,5,2,8,1
Memory Loss,Any Emergency Warning Signs (Variant 4490)?,2,5,3,0,0
Seizure,Since How Many Days (Variant 4491)?,1,3,1,7,1
Seizure,"Mild, Moderate Or Severe (Variant 4492)?",8,2,2,5,0
Seizure,How Frequently Does It Occur (Variant 4493)?,3,4,3,3,1
Seizure,When Did It Start Worsening (Variant 4494)?,7,3,1,6,0
Seizure,Any Associated Symptoms Present (Variant 4495)?,0,5,2,1,1
Seizure,Triggered By Activity (Variant 4496)?,9,5,3,2,0
Seizure,Localized Or Widespread (Variant 4497)?,5,1,1,4,1
Seizure,Constant Or Intermittent (Variant 4498)?,6,0,2,8,0
Seizure,Does It Affect Daily Activities (Variant 4499)?,4,5,3,0,1
Seizure,Any Emergency Warning Signs (Variant 4500)?,2,5,1,7,0
Numbness,Since How Many Days (Variant 4501)?,1,3,2,5,1
Numbness,"Mild, Moderate Or Severe (Variant 4502)?",8,2,3,3,0
Numbness,How Frequently Does It Occur (Variant 4503)?,3,4,1,6,1
Numbness,When Did It Start Worsening (Variant 4504)?,7,3,2,1,0
Numbness,Any Associated Symptoms Present (Variant 4505)?,0,5,3,2,1
Numbness,Triggered By Activity (Variant 4506)?,9,5,1,4,0
Numbness,Localized Or Widespread (Variant 4507)?,5,1,2,8,1
Numbness,Constant Or Intermittent (Variant 4508)?,6,0,3,0,0
Numbness,Does It Affect Daily Activities (Variant 4509)?,4,5,1,7,1
Numbness,Any Emergency Warning Signs (Variant 4510)?,2,5,2,5,0
Tingling,Since How Many Days (Variant 4511)?,1,3,3,3,1
Tingling,"Mild, Moderate Or Severe (Variant 4512)?",8,2,1,6,0
Tingling,How Frequently Does It Occur (Variant 4513)?,3,4,2,1,1
Tingling,When Did It Start Worsening (Variant 4514)?,7,3,3,2,0
Tingling,Any Associated Symptoms Present (Variant 4515)?,0,5,1,4,1
Tingling,Triggered By Activity (Variant 4516)?,9,5,2,8,0
Tingling,Localized Or Widespread (Variant 4517)?,5,1,3,0,1
Tingling,Constant Or Intermittent (Variant 4518)?,6,0,1,7,0
Tingling,Does It Affect Daily Activities (Variant 4519)?,4,5,2,5,1
Tingling,Any Emergency Warning Signs (Variant 4520)?,2,5,3,3,0
Tremor,Since How Many Days (Variant 4521)?,1,3,1,6,1
Tremor,"Mild, Moderate Or Severe (Variant 4522)?",8,2,2,1,0
Tremor,How Frequently Does It Occur (Variant 4523)?,3,4,3,2,1
Tremor,When Did It Start Worsening (Variant 4524)?,7,3,1,4,0
Tremor,Any Associated Symptoms Present (Variant 4525)?,0,5,2,8,1
Tremor,Triggered By Activity (Variant 4526)?,9,5,3,0,0
Tremor,Localized Or Widespread (Variant 4527)?,5,1,1,7,1
Tremor,Constant Or Intermittent (Variant 4528)?,6,0,2,5,0
Tremor,Does It Affect Daily Activities (Variant 4529)?,4,5,3,3,1
Tremor,Any Emergency Warning Signs (Variant 4530)?,2,5,1,6,0
Facial Droop,Since How Many Days (Variant 4531)?,1,3,2,1,1
Facial Droop,"Mild, Moderate Or Severe (Variant 4532)?",8,2,3,2,0
Facial Droop,How Frequently Does It Occur (Variant 4533)?,3,4,1,4,1
Facial Droop,When Did It Start Worsening (Variant 4534)?,7,3,2,8,0
Facial Droop,Any Associated Symptoms Present (Variant 4535)?,0,5,3,0,1
Facial Droop,Triggered By Activity (Variant 4536)?,9,5,1,7,0
Facial Droop,Localized Or Widespread (Variant 4537)?,5,1,2,5,1
Facial Droop,Constant Or Intermittent (Variant 4538)?,6,0,3,3,0
Facial Droop,Does It Affect Daily Activities (Variant 4539)?,4,5,1,6,1
Facial Droop,Any Emergency Warning Signs (Variant 4540)?,2,5,2,1,0
Blurred Vision,Since How Many Days (Variant 4541)?,1,3,3,2,1
Blurred Vision,"Mild, Moderate Or Severe (Variant 4542)?",8,2,1,4,0
Blurred Vision,How Frequently Does It Occur (Variant 4543)?,3,4,2,8,1
Blurred Vision,When Did It Start Worsening (Variant 4544)?,7,3,3,0,0
Blurred Vision,Any Associated Symptoms Present (Variant 4545)?,0,5,1,7,1
Blurred Vision,Triggered By Activity (Variant 4546)?,9,5,2,5,0
Blurred Vision,Localized Or Widespread (Variant 4547)?,5,1,3,3,1
Blurred Vision,Constant Or Intermittent (Variant 4548)?,6,0,1,6,0
Blurred Vision,Does It Affect Daily Activities (Variant 4549)?,4,5,2,1,1
Blurred Vision,Any Emergency Warning Signs (Variant 4550)?,2,5,3,2,0
Frequent Urination,Since How Many Days (Variant 4551)?,1,3,1,4,1
Frequent Urination,"Mild, Moderate Or Severe (Variant 4552)?",8,2,2,8,0
Frequent Urination,How Frequently Does It Occur (Variant 4553)?,3,4,3,0,1
Frequent Urination,When Did It Start Worsening (Variant 4554)?,7,3,1,7,0
Frequent Urination,Any Associated Symptoms Present (Variant 4555)?,0,5,2,5,1
Frequent Urination,Triggered By Activity (Variant 4556)?,9,5,3,3,0
Frequent Urination,Localized Or Widespread (Variant 4557)?,5,1,1,6,1
Frequent Urination,Constant Or Intermittent (Variant 4558)?,6,0,2,1,0
Frequent Urination,Does It Affect Daily Activities (Variant 4559)?,4,5,3,2,1
Frequent Urination,Any Emergency Warning Signs (Variant 4560)?,2,5,1,4,0
Excess Thirst,Since How Many Days (Variant 4561)?,1,3,2,8,1
Excess Thirst,"Mild, Moderate Or Severe (Variant 4562)?",8,2,3,0,0
Excess Thirst,How Frequently Does It Occur (Variant 4563)?,3,4,1,7,1
Excess Thirst,When Did It Start Worsening (Variant 4564)?,7,3,2,5,0
Excess Thirst,Any Associated Symptoms Present (Variant 4565)?,0,5,3,3,1
Excess Thirst,Triggered By Activity (Variant 4566)?,9,5,1,6,0
Excess Thirst,Localized Or Widespread (Variant 4567)?,5,1,2,1,1
Excess Thirst,Constant Or Intermittent (Variant 4568)?,6,0,3,2,0
Excess Thirst,Does It Affect Daily Activities (Variant 4569)?,4,5,1,4,1
Excess Thirst,Any Emergency Warning Signs (Variant 4570)?,2,5,2,8,0
Heat Intolerance,Since How Many Days (Variant 4571)?,1,3,3,0,1
Heat Intolerance,"Mild, Moderate Or Severe (Variant 4572)?",8,2,1,7,0
Heat Intolerance,How Frequently Does It Occur (Variant 4573)?,3,4,2,5,1
Heat Intolerance,When Did It Start Worsening (Variant 4574)?,7,3,3,3,0
Heat Intolerance,Any Associated Symptoms Present (Variant 4575)?,0,5,1,6,1
Heat Intolerance,Triggered By Activity (Variant 4576)?,9,5,2,1,0
Heat Intolerance,Localized Or Widespread (Variant 4577)?,5,1,3,2,1
Heat Intolerance,Constant Or Intermittent (Variant 4578)?,6,0,1,4,0
Heat Intolerance,Does It Affect Daily Activities (Variant 4579)?,4,5,2,8,1
Heat Intolerance,Any Emergency Warning Signs (Variant 4580)?,2,5,3,0,0
Cold Intolerance,Since How Many Days (Variant 4581)?,1,3,1,7,1
Cold Intolerance,"Mild, Moderate Or Severe (Variant 4582)?",8,2,2,5,0
Cold Intolerance,How Frequently Does It Occur (Variant 4583)?,3,4,3,3,1
Cold Intolerance,When Did It Start Worsening (Variant 4584)?,7,3,1,6,0
Cold Intolerance,Any Associated Symptoms Present (Variant 4585)?,0,5,2,1,1
Cold Intolerance,Triggered By Activity (Variant 4586)?,9,5,3,2,0
Cold Intolerance,Localized Or Widespread (Variant 4587)?,5,1,1,4,1
Cold Intolerance,Constant Or Intermittent (Variant 4588)?,6,0,2,8,0
Cold Intolerance,Does It Affect Daily Activities (Variant 4589)?,4,5,3,0,1
Cold Intolerance,Any Emergency Warning Signs (Variant 4590)?,2,5,1,7,0
Rash,Since How Many Days (Variant 4591)?,1,3,2,5,1
Rash,"Mild, Moderate Or Severe (Variant 4592)?",8,2,3,3,0
Rash,How Frequently Does It Occur (Variant 4593)?,3,4,1,6,1
Rash,When Did It Start Worsening (Variant 4594)?,7,3,2,1,0
Rash,Any Associated Symptoms Present (Variant 4595)?,0,5,3,2,1
Rash,Triggered By Activity (Variant 4596)?,9,5,1,4,0
Rash,Localized Or Widespread (Variant 4597)?,5,1,2,8,1
Rash,Constant Or Intermittent (Variant 4598)?,6,0,3,0,0
Rash,Does It Affect Daily Activities (Variant 4599)?,4,5,1,7,1
Rash,Any Emergency Warning Signs (Variant 4600)?,2,5,2,5,0
Itching,Since How Many Days (Variant 4601)?,1,3,3,3,1
Itching,"Mild, Moderate Or Severe (Variant 4602)?",8,2,1,6,0
Itching,How Frequently Does It Occur (Variant 4603)?,3,4,2,1,1
Itching,When Did It Start Worsening (Variant 4604)?,7,3,3,2,0
Itching,Any Associated Symptoms Present (Variant 4605)?,0,5,1,4,1
Itching,Triggered By Activity (Variant 4606)?,9,5,2,8,0
Itching,Localized Or Widespread (Variant 4607)?,5,1,3,0,1
Itching,Constant Or Intermittent (Variant 4608)?,6,0,1,7,0
Itching,Does It Affect Daily Activities (Variant 4609)?,4,5,2,5,1
Itching,Any Emergency Warning Signs (Variant 4610)?,2,5,3,3,0
Skin Lesions,Since How Many Days (Variant 4611)?,1,3,1,6,1
Skin Lesions,"Mild, Moderate Or Severe (Variant 4612)?",8,2,2,1,0
Skin Lesions,How Frequently Does It Occur (Variant 4613)?,3,4,3,2,1
Skin Lesions,When Did It Start Worsening (Variant 4614)?,7,3,1,4,0
Skin Lesions,Any Associated Symptoms Present (Variant 4615)?,0,5,2,8,1
Skin Lesions,Triggered By Activity (Variant 4616)?,9,5,3,0,0
Skin Lesions,Localized Or Widespread (Variant 4617)?,5,1,1,7,1
Skin Lesions,Constant Or Intermittent (Variant 4618)?,6,0,2,5,0
Skin Lesions,Does It Affect Daily Activities (Variant 4619)?,4,5,3,3,1
Skin Lesions,Any Emergency Warning Signs (Variant 4620)?,2,5,1,6,0
Hair Loss,Since How Many Days (Variant 4621)?,1,3,2,1,1
Hair Loss,"Mild, Moderate Or Severe (Variant 4622)?",8,2,3,2,0
Hair Loss,How Frequently Does It Occur (Variant 4623)?,3,4,1,4,1
Hair Loss,When Did It Start Worsening (Variant 4624)?,7,3,2,8,0
Hair Loss,Any Associated Symptoms Present (Variant 4625)?,0,5,3,0,1
Hair Loss,Triggered By Activity (Variant 4626)?,9,5,1,7,0
Hair Loss,Localized Or Widespread (Variant 4627)?,5,1,2,5,1
Hair Loss,Constant Or Intermittent (Variant 4628)?,6,0,3,3,0
Hair Loss,Does It Affect Daily Activities (Variant 4629)?,4,5,1,6,1
Hair Loss,Any Emergency Warning Signs (Variant 4630)?,2,5,2,1,0
Insomnia,Since How Many Days (Variant 4631)?,1,3,3,2,1
Insomnia,"Mild, Moderate Or Severe (Variant 4632)?",8,2,1,4,0
Insomnia,How Frequently Does It Occur (Variant 4633)?,3,4,2,8,1
Insomnia,When Did It Start Worsening (Variant 4634)?,7,3,3,0,0
Insomnia,Any Associated Symptoms Present (Variant 4635)?,0,5,1,7,1
Insomnia,Triggered By Activity (Variant 4636)?,9,5,2,5,0
Insomnia,Localized Or Widespread (Variant 4637)?,5,1,3,3,1
Insomnia,Constant Or Intermittent (Variant 4638)?,6,0,1,6,0
Insomnia,Does It Affect Daily Activities (Variant 4639)?,4,5,2,1,1
Insomnia,Any Emergency Warning Signs (Variant 4640)?,2,5,3,2,0
Anxiety,Since How Many Days (Variant 4641)?,1,3,1,4,1
Anxiety,"Mild, Moderate Or Severe (Variant 4642)?",8,2,2,8,0
Anxiety,How Frequently Does It Occur (Variant 4643)?,3,4,3,0,1
Anxiety,When Did It Start Worsening (Variant 4644)?,7,3,1,7,0
Anxiety,Any Associated Symptoms Present (Variant 4645)?,0,5,2,5,1
Anxiety,Triggered By Activity (Variant 4646)?,9,5,3,3,0
Anxiety,Localized Or Widespread (Variant 4647)?,5,1,1,6,1
Anxiety,Constant Or Intermittent (Variant 4648)?,6,0,2,1,0
Anxiety,Does It Affect Daily Activities (Variant 4649)?,4,5,3,2,1
Anxiety,Any Emergency Warning Signs (Variant 4650)?,2,5,1,4,0
Depressed Mood,Since How Many Days (Variant 4651)?,1,3,2,8,1
Depressed Mood,"Mild, Moderate Or Severe (Variant 4652)?",8,2,3,0,0
Depressed Mood,How Frequently Does It Occur (Variant 4653)?,3,4,1,7,1
Depressed Mood,When Did It Start Worsening (Variant 4654)?,7,3,2,5,0
Depressed Mood,Any Associated Symptoms Present (Variant 4655)?,0,5,3,3,1
Depressed Mood,Triggered By Activity (Variant 4656)?,9,5,1,6,0
Depressed Mood,Localized Or Widespread (Variant 4657)?,5,1,2,1,1
Depressed Mood,Constant Or Intermittent (Variant 4658)?,6,0,3,2,0
Depressed Mood,Does It Affect Daily Activities (Variant 4659)?,4,5,1,4,1
Depressed Mood,Any Emergency Warning Signs (Variant 4660)?,2,5,2,8,0
Irritability,Since How Many Days (Variant 4661)?,1,3,3,0,1
Irritability,"Mild, Moderate Or Severe (Variant 4662)?",8,2,1,7,0
Irritability,How Frequently Does It Occur (Variant 4663)?,3,4,2,5,1
Irritability,When Did It Start Worsening (Variant 4664)?,7,3,3,3,0
Irritability,Any Associated Symptoms Present (Variant 4665)?,0,5,1,6,1
Irritability,Triggered By Activity (Variant 4666)?,9,5,2,1,0
Irritability,Localized Or Widespread (Variant 4667)?,5,1,3,2,1
Irritability,Constant Or Intermittent (Variant 4668)?,6,0,1,4,0
Irritability,Does It Affect Daily Activities (Variant 4669)?,4,5,2,8,1
Irritability,Any Emergency Warning Signs (Variant 4670)?,2,5,3,0,0
Ear Pain,Since How Many Days (Variant 4671)?,1,3,1,7,1
Ear Pain,"Mild, Moderate Or Severe (Variant 4672)?",8,2,2,5,0
Ear Pain,How Frequently Does It Occur (Variant 4673)?,3,4,3,3,1
Ear Pain,When Did It Start Worsening (Variant 4674)?,7,3,1,6,0
Ear Pain,Any Associated Symptoms Present (Variant 4675)?,0,5,2,1,1
