disease,symptom_1,symptom_2,symptom_3,symptom_4,symptom_5,symptom_6,symptom_set,possible_diseases,differentiating_factor,symptom_count
(Vertigo) Paroymsal  Positional Vertigo,29,17,33,38,22,29,Chest Pain +  Dizziness,"Hypertension , Hypothyroidism, Hepatitis C",0,7
Acne,25,31,3,35,12,20,Sunken Eyes +  Dehydration,"Gastroenteritis, Allergy, Bronchial Asthma",3,7
Urinary Tract Infection,4,4,22,7,12,20,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Heart Attack, Typhoid",7,7
Psoriasis,25,20,42,36,27,15,Back Pain +  Weakness In Limbs,"Cervical Spondylosis, Hepatitis C, Hypertension",3,7
Impetigo,25,18,4,33,35,20,Skin Rash +  Chills,"Dengue, Heart Attack, Hypothyroidism",7,7
Fungal Infection,15,35,35,11,12,20,Continuous Sneezing +  Shivering,"Allergy, Hepatitis D, Hepatitis A",4,7
Allergy,8,33,11,45,12,20,Itching +  Fatigue,"Hepatitis B, Cervical Spondylosis, Peptic Ulcer Diseae",1,7
Gerd,27,1,48,44,4,3,Stomach Pain +  Ulcers On Tongue,"Gerd, Pneumonia, Tuberculosis",0,7
Chronic Cholestasis,15,42,53,29,21,0,Back Pain +  Weakness In Limbs,"Cervical Spondylosis, Diabetes , Dimorphic Hemmorhoids(Piles)",5,7
Drug Reaction,15,35,44,5,28,20,Itching +  Vomiting,"Chronic Cholestasis, Arthritis, Peptic Ulcer Diseae",9,7
Peptic Ulcer Diseae,29,19,29,0,26,16,Vomiting +  Anxiety,"Hypoglycemia, Hyperthyroidism, Drug Reaction",0,7
Aids,18,30,24,15,12,20,Itching +  Vomiting,"Chronic Cholestasis, Bronchial Asthma, Hepatitis C",5,7
Diabetes,11,46,39,24,17,1,Chills +  Fatigue,"Pneumonia, Malaria, Osteoarthristis",0,7
Gastroenteritis,29,38,16,10,12,20,Skin Rash +  Joint Pain,"Psoriasis, Drug Reaction, Cervical Spondylosis",1,7
Bronchial Asthma,11,11,24,4,10,19,Continuous Sneezing +  Chills,"Allergy, Peptic Ulcer Diseae, Chronic Cholestasis",7,7
Hypertension,12,8,19,26,19,20,Vomiting +  Fatigue,"Hepatitis E, Migraine, Chicken Pox",6,7
Migraine,0,19,23,3,9,25,Headache +  Chest Pain,"Hypertension , Bronchial Asthma, Fungal Infection",0,7
Cervical Spondylosis,1,43,34,13,22,20,Fatigue +  High Fever,"Bronchial Asthma, Gerd, Drug Reaction",3,7
Paralysis (Brain Hemorrhage),29,17,51,1,12,20,Continuous Sneezing +  Chills,"Common Cold, Dimorphic Hemmorhoids(Piles), Migraine",1,7
Jaundice,15,42,21,46,13,31,Skin Rash +  High Fever,"Impetigo, Tuberculosis, Gastroenteritis",5,7
Malaria,6,42,24,40,12,20,Acidity +  Indigestion,"Migraine, Osteoarthristis, Hepatitis E",0,7
Chicken Pox,15,35,21,24,13,12,Chills +  Vomiting,"Typhoid, Hepatitis D, Arthritis",9,7
Dengue,25,9,26,44,11,13,Joint Pain +  Vomiting,"Hepatitis A, Acne, Dimorphic Hemmorhoids(Piles)",4,7
Typhoid,6,42,21,19,12,20,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Chronic Cholestasis, Hypertension",9,7
Hepatitis A,16,42,53,9,24,17,Fatigue +  Cramps,"Varicose Veins, (Vertigo) Paroymsal  Positional Vertigo, Malaria",5,7
Hepatitis B,15,15,28,49,5,17,Fatigue +  Cramps,"Varicose Veins, Hyperthyroidism, Drug Reaction",7,7
Hepatitis C,11,47,33,25,36,9,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Hepatitis B, Gerd",5,7
Hepatitis D,16,42,21,49,5,20,Itching +  Fatigue,"Hepatitis B, Alcoholic Hepatitis, Hepatitis C",0,7
Hepatitis E,16,42,21,19,37,5,Back Pain +  Weakness In Limbs,"Cervical Spondylosis, Common Cold, Gerd",3,7
Alcoholic Hepatitis,29,47,0,42,7,14,Fatigue +  Cramps,"Varicose Veins, Hepatitis B, Hepatitis A",5,7
Tuberculosis,6,42,21,46,4,13,Fatigue +  Cough,"Bronchial Asthma, Paralysis (Brain Hemorrhage), Pneumonia",2,7
Common Cold,8,9,21,8,13,12,Itching +  Vomiting,"Jaundice, Hepatitis C, Dimorphic Hemmorhoids(Piles)",0,7
Pneumonia,6,15,14,19,2,26,Skin Rash +  Joint Pain,"Psoriasis, Diabetes , Arthritis",4,7
Dimorphic Hemmorhoids(Piles),7,28,37,2,18,20,Itching +  Skin Rash,"Chicken Pox, Hyperthyroidism, Dimorphic Hemmorhoids(Piles)",7,7
Heart Attack,29,6,45,6,12,20,Itching +  Vomiting,"Chronic Cholestasis, (Vertigo) Paroymsal  Positional Vertigo, Impetigo",2,7
Varicose Veins,11,12,8,30,33,28,Headache +  Chest Pain,"Hypertension , Dimorphic Hemmorhoids(Piles), Common Cold",8,7
Hypothyroidism,11,45,12,27,20,8,Itching +  Fatigue,"Jaundice, Chronic Cholestasis",2,7
Hyperthyroidism,11,24,52,34,30,7,Continuous Sneezing +  Shivering,"Allergy, Hepatitis D, Hepatitis A",6,7
Hypoglycemia,29,15,2,40,12,20,Vomiting +  Headache,"Paralysis (Brain Hemorrhage), Common Cold",1,7
Osteoarthristis,16,26,27,20,31,22,Itching +  Vomiting,"Jaundice, Varicose Veins, Diabetes",1,7
(Vertigo) Paroymsal  Positional Vertigo,29,17,33,38,22,29,Joint Pain +  Neck Pain,"Osteoarthristis, Cervical Spondylosis, Gerd",0,7
Acne,25,31,3,35,12,20,Skin Rash +  Pus Filled Pimples,"Acne, Hepatitis C",4,7
Urinary Tract Infection,4,4,22,7,12,20,Muscle Weakness +  Stiff Neck,"Arthritis, Psoriasis, Osteoarthristis",7,7
Psoriasis,25,20,42,36,27,15,Skin Rash +  Pus Filled Pimples,"Acne, Chronic Cholestasis, Urinary Tract Infection",3,7
Impetigo,25,18,4,33,35,20,Joint Pain +  Vomiting,"Hepatitis A, Allergy, Arthritis",6,7
Fungal Infection,15,35,35,11,12,20,Vomiting +  Fatigue,"Hypoglycemia, Hepatitis A, Hepatitis C",3,7
Allergy,8,33,11,45,12,20,Joint Pain +  Neck Pain,"Osteoarthristis, Drug Reaction, Varicose Veins",8,7
Gerd,27,1,48,44,4,3,Vomiting +  Headache,"Paralysis (Brain Hemorrhage), Urinary Tract Infection, Alcoholic Hepatitis",1,7
Chronic Cholestasis,15,42,53,29,21,0,Itching +  Fatigue,"Hepatitis B, Alcoholic Hepatitis, Hepatitis C",3,7
Drug Reaction,15,35,44,5,28,20,Itching +  Skin Rash,"Chicken Pox, Hyperthyroidism, Dimorphic Hemmorhoids(Piles)",4,7
Peptic Ulcer Diseae,29,19,29,0,26,16,Itching +  Fatigue,"Hepatitis B, Heart Attack, Hyperthyroidism",7,7
Aids,18,30,24,15,12,20,Joint Pain +  Vomiting,"Hepatitis E, Paralysis (Brain Hemorrhage), Dimorphic Hemmorhoids(Piles)",0,7
Diabetes,11,46,39,24,17,1,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, Dengue, Cervical Spondylosis",9,7
Gastroenteritis,29,38,16,10,12,20,Chills +  Vomiting,"Tuberculosis, Impetigo, Heart Attack",2,7
Bronchial Asthma,11,11,24,4,10,19,Mood Swings +  Weight Loss,"Hyperthyroidism, Arthritis, Malaria",4,7
Hypertension,12,8,19,26,19,20,Joint Pain +  Vomiting,"Hepatitis E, Hypoglycemia, Tuberculosis",4,7
Migraine,0,19,23,3,9,25,Joint Pain +  Vomiting,"Hepatitis E, Heart Attack, Urinary Tract Infection",7,7
Cervical Spondylosis,1,43,34,13,22,20,Chills +  Vomiting,"Malaria, Varicose Veins, Hypothyroidism",5,7
Paralysis (Brain Hemorrhage),29,17,51,1,12,20,Chills +  Fatigue,"Pneumonia, Hepatitis D, Allergy",6,7
Jaundice,15,42,21,46,13,31,Itching +  Vomiting,"Jaundice, Hyperthyroidism, Peptic Ulcer Diseae",5,7
Malaria,6,42,24,40,12,20,Chills +  Vomiting,"Typhoid, Hypoglycemia, Hepatitis E",0,7
Chicken Pox,15,35,21,24,13,12,Itching +  Fatigue,"Hepatitis B, Hypoglycemia, Aids",0,7
Dengue,25,9,26,44,11,13,Itching +  Skin Rash,"Drug Reaction, Hypoglycemia, (Vertigo) Paroymsal  Positional Vertigo",7,7
Typhoid,6,42,21,19,12,20,Skin Rash +  Joint Pain,"Psoriasis, Common Cold, Osteoarthristis",4,7
Hepatitis A,16,42,53,9,24,17,Vomiting +  Breathlessness,"Heart Attack, Chronic Cholestasis, Tuberculosis",1,7
Hepatitis B,15,15,28,49,5,17,Skin Rash +  Joint Pain,"Psoriasis, Hyperthyroidism, Pneumonia",4,7
Hepatitis C,11,47,33,25,36,9,Skin Rash +  High Fever,"Impetigo, Urinary Tract Infection, Malaria",6,7
Hepatitis D,16,42,21,49,5,20,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Paralysis (Brain Hemorrhage), Fungal Infection",6,7
Hepatitis E,16,42,21,19,37,5,Fatigue +  Yellowish Skin,"Hepatitis C, Hypothyroidism, Hepatitis B",0,7
Alcoholic Hepatitis,29,47,0,42,7,14,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Arthritis, Varicose Veins",5,7
Tuberculosis,6,42,21,46,4,13,Fatigue +  Cramps,"Varicose Veins, Impetigo, Malaria",4,7
Common Cold,8,9,21,8,13,12,Muscle Wasting +  Patches In Throat,"Aids, Urinary Tract Infection",6,7
Pneumonia,6,15,14,19,2,26,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Chronic Cholestasis, Hypertension",0,7
Dimorphic Hemmorhoids(Piles),7,28,37,2,18,20,Itching +  Fatigue,"Chicken Pox, Common Cold, Chronic Cholestasis",3,7
Heart Attack,29,6,45,6,12,20,Acidity +  Indigestion,"Migraine, Hypothyroidism, Allergy",1,7
Varicose Veins,11,12,8,30,33,28,Indigestion +  Loss Of Appetite,"Peptic Ulcer Diseae, Paralysis (Brain Hemorrhage), Migraine",8,7
Hypothyroidism,11,45,12,27,20,8,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Psoriasis, Impetigo",6,7
Hyperthyroidism,11,24,52,34,30,7,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, Dengue, Chronic Cholestasis",6,7
Hypoglycemia,29,15,2,40,12,20,Skin Rash +  Pus Filled Pimples,"Acne, Hypertension , Hepatitis E",9,7
Osteoarthristis,16,26,27,20,31,22,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Bronchial Asthma, Chicken Pox",6,7
Arthritis,19,36,46,28,25,20,Fatigue +  Yellowish Skin,"Hepatitis C, Chronic Cholestasis, Malaria",7,7
(Vertigo) Paroymsal  Positional Vertigo,29,17,33,38,22,29,Itching +  Lethargy,"Hepatitis B, Diabetes , Malaria",9,7
Acne,25,31,3,35,12,20,Chills +  Vomiting,"Typhoid, Dengue, Fungal Infection",7,7
Urinary Tract Infection,4,4,22,7,12,20,Headache +  Dizziness,"Hypertension , Paralysis (Brain Hemorrhage), Hyperthyroidism",4,7
Psoriasis,25,20,42,36,27,15,Itching +  Vomiting,"Jaundice, Migraine, Gerd",5,7
Impetigo,25,18,4,33,35,20,Chills +  Vomiting,"Typhoid, Osteoarthristis, Paralysis (Brain Hemorrhage)",7,7
Fungal Infection,15,35,35,11,12,20,Fatigue +  Cough,"Bronchial Asthma, Fungal Infection, Diabetes",3,7
Allergy,8,33,11,45,12,20,Muscle Wasting +  Patches In Throat,"Aids, Fungal Infection, Varicose Veins",4,7
Gerd,27,1,48,44,4,3,Joint Pain +  Vomiting,"Hepatitis E, Migraine, Hepatitis C",8,7
Chronic Cholestasis,15,42,53,29,21,0,Back Pain +  Weakness In Limbs,"Cervical Spondylosis, Fungal Infection, Hypertension",2,7
Drug Reaction,15,35,44,5,28,20,Continuous Sneezing +  Shivering,"Allergy, Dengue, Hepatitis C",5,7
Peptic Ulcer Diseae,29,19,29,0,26,16,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Acne, Hepatitis E",1,7
Aids,18,30,24,15,12,20,Chills +  Vomiting,"Tuberculosis, Pneumonia, Hepatitis B",7,7
Diabetes,11,46,39,24,17,1,Joint Pain +  Vomiting,"Hepatitis A, Allergy, Paralysis (Brain Hemorrhage)",9,7
Gastroenteritis,29,38,16,10,12,20,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, Hypertension , Peptic Ulcer Diseae",9,7
Bronchial Asthma,11,11,24,4,10,19,Itching +  Vomiting,"Chronic Cholestasis, Paralysis (Brain Hemorrhage), Aids",2,7
Hypertension,12,8,19,26,19,20,Acidity +  Indigestion,"Migraine, Jaundice, Hypertension",2,7
Migraine,0,19,23,3,9,25,Itching +  Vomiting,"Jaundice, Acne, Gerd",5,7
Cervical Spondylosis,1,43,34,13,22,20,Fatigue +  Yellowish Skin,"Hepatitis C, Varicose Veins, Chronic Cholestasis",5,7
Paralysis (Brain Hemorrhage),29,17,51,1,12,20,Stomach Pain +  Acidity,"Gerd, Hepatitis B, Hypoglycemia",6,7
Jaundice,15,42,21,46,13,31,Joint Pain +  Vomiting,"Hepatitis E, Paralysis (Brain Hemorrhage), Hepatitis A",5,7
Malaria,6,42,24,40,12,20,Vomiting +  Headache,"Paralysis (Brain Hemorrhage), (Vertigo) Paroymsal  Positional Vertigo, Hypothyroidism",9,7
Chicken Pox,15,35,21,24,13,12,Vomiting +  Weakness Of One Body Side,"Paralysis (Brain Hemorrhage), Aids, Gerd",6,7
Dengue,25,9,26,44,11,13,Chills +  Vomiting,"Typhoid, Urinary Tract Infection, Drug Reaction",0,7
Typhoid,6,42,21,19,12,20,Itching +  Skin Rash,"Fungal Infection, Arthritis, Peptic Ulcer Diseae",9,7
Hepatitis A,16,42,53,9,24,17,Vomiting +  Sunken Eyes,"Gastroenteritis, Chicken Pox, Hypertension",0,7
Hepatitis B,15,15,28,49,5,17,Bladder Discomfort +  Foul Smell Of Urine,"Urinary Tract Infection, Tuberculosis, Alcoholic Hepatitis",1,7
Hepatitis C,11,47,33,25,36,9,Muscle Wasting +  Patches In Throat,"Aids, Hypertension , Migraine",7,7
Hepatitis D,16,42,21,49,5,20,Chills +  Vomiting,"Tuberculosis, Aids, Hepatitis A",1,7
Hepatitis E,16,42,21,19,37,5,Chills +  Vomiting,"Typhoid, Jaundice, Impetigo",1,7
Alcoholic Hepatitis,29,47,0,42,7,14,Acidity +  Indigestion,"Migraine, Diabetes , Cervical Spondylosis",9,7
Tuberculosis,6,42,21,46,4,13,Itching +  Vomiting,"Jaundice, Hepatitis C, Dengue",0,7
Common Cold,8,9,21,8,13,12,Fatigue +  Weight Loss,"Diabetes , Allergy, Hypoglycemia",3,7
Pneumonia,6,15,14,19,2,26,Itching +  Vomiting,"Jaundice, Aids, Common Cold",5,7
Dimorphic Hemmorhoids(Piles),7,28,37,2,18,20,Chills +  Vomiting,"Typhoid, Tuberculosis, Impetigo",4,7
Heart Attack,29,6,45,6,12,20,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, Arthritis, Malaria",0,7
Varicose Veins,11,12,8,30,33,28,Joint Pain +  Vomiting,"Hepatitis D, Paralysis (Brain Hemorrhage), Psoriasis",6,7
Hypothyroidism,11,45,12,27,20,8,Skin Rash +  Chills,"Dengue, Psoriasis, Peptic Ulcer Diseae",8,7
Hyperthyroidism,11,24,52,34,30,7,Muscle Weakness +  Stiff Neck,"Arthritis, Psoriasis, Gerd",5,7
Hypoglycemia,29,15,2,40,12,20,Headache +  Weakness Of One Body Side,"Paralysis (Brain Hemorrhage), Hypothyroidism",9,7
Osteoarthristis,16,26,27,20,31,22,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Diabetes , Peptic Ulcer Diseae",8,7
Arthritis,19,36,46,28,25,20,Skin Rash +  High Fever,"Impetigo, Common Cold, Hepatitis E",4,7
(Vertigo) Paroymsal  Positional Vertigo,29,17,33,38,22,29,Joint Pain +  Vomiting,"Hepatitis E, Hepatitis C, Aids",0,7
Acne,25,31,3,35,12,20,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Chicken Pox, Hypertension",9,7
Urinary Tract Infection,4,4,22,7,12,20,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Chronic Cholestasis, Hepatitis E",0,7
Psoriasis,25,20,42,36,27,15,Vomiting +  Dehydration,"Gastroenteritis, Impetigo, Cervical Spondylosis",1,7
Impetigo,25,18,4,33,35,20,Muscle Weakness +  Stiff Neck,"Arthritis, Hypoglycemia, Cervical Spondylosis",1,7
Fungal Infection,15,35,35,11,12,20,Vomiting +  Headache,"Paralysis (Brain Hemorrhage), Impetigo, Fungal Infection",4,7
Allergy,8,33,11,45,12,20,Bladder Discomfort +  Foul Smell Of Urine,"Urinary Tract Infection, Drug Reaction, Hepatitis C",4,7
Gerd,27,1,48,44,4,3,Chills +  High Fever,"Malaria, Fungal Infection, Aids",5,7
Chronic Cholestasis,15,42,53,29,21,0,Fatigue +  Weight Gain,"Hypothyroidism, Allergy",0,7
Drug Reaction,15,35,44,5,28,20,Fatigue +  Yellowish Skin,"Hepatitis C, Hepatitis E, Impetigo",7,7
Peptic Ulcer Diseae,29,19,29,0,26,16,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Pneumonia, Heart Attack",5,7
Aids,18,30,24,15,12,20,Continuous Sneezing +  Chills,"Common Cold, Malaria",8,7
Diabetes,11,46,39,24,17,1,Skin Rash +  Pus Filled Pimples,"Acne, Chronic Cholestasis, Diabetes",5,7
Gastroenteritis,29,38,16,10,12,20,Vomiting +  Sunken Eyes,"Gastroenteritis, Arthritis, Impetigo",4,7
Bronchial Asthma,11,11,24,4,10,19,Joint Pain +  Vomiting,"Hepatitis D, Common Cold, Psoriasis",5,7
Hypertension,12,8,19,26,19,20,Fatigue +  Bruising,"Varicose Veins, Acne, Hyperthyroidism",0,7
Migraine,0,19,23,3,9,25,Chills +  Vomiting,"Malaria, Psoriasis, Pneumonia",5,7
Cervical Spondylosis,1,43,34,13,22,20,Joint Pain +  Vomiting,"Hepatitis E, Chicken Pox, Arthritis",4,7
Paralysis (Brain Hemorrhage),29,17,51,1,12,20,Chills +  Vomiting,"Typhoid, Migraine, Cervical Spondylosis",6,7
Jaundice,15,42,21,46,13,31,Weakness In Limbs +  Neck Pain,"Cervical Spondylosis, Allergy, Aids",0,7
Malaria,6,42,24,40,12,20,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Migraine, Chicken Pox",0,7
Chicken Pox,15,35,21,24,13,12,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Hyperthyroidism, Hypothyroidism",1,7
Dengue,25,9,26,44,11,13,Itching +  Skin Rash,"Fungal Infection, Hepatitis B, Hepatitis E",0,7
Typhoid,6,42,21,19,12,20,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Aids, Gastroenteritis",0,7
Hepatitis A,16,42,53,9,24,17,Skin Rash +  High Fever,"Impetigo, Pneumonia, Dengue",4,7
Hepatitis B,15,15,28,49,5,17,Fatigue +  Cramps,"Varicose Veins, Impetigo, Hepatitis A",6,7
Hepatitis C,11,47,33,25,36,9,Fatigue +  Cough,"Bronchial Asthma, Cervical Spondylosis, Fungal Infection",1,7
Hepatitis D,16,42,21,49,5,20,Continuous Sneezing +  Chills,"Common Cold, Heart Attack, Allergy",0,7
Hepatitis E,16,42,21,19,37,5,Indigestion +  Loss Of Appetite,"Peptic Ulcer Diseae, Chronic Cholestasis, Chicken Pox",2,7
Alcoholic Hepatitis,29,47,0,42,7,14,Itching +  Vomiting,"Jaundice, Chicken Pox, Malaria",5,7
Tuberculosis,6,42,21,46,4,13,Chills +  Fatigue,"Pneumonia, Gastroenteritis, Arthritis",1,7
Common Cold,8,9,21,8,13,12,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Allergy, Malaria",5,7
Pneumonia,6,15,14,19,2,26,Itching +  Skin Rash,"Chicken Pox, Urinary Tract Infection, Alcoholic Hepatitis",1,7
Dimorphic Hemmorhoids(Piles),7,28,37,2,18,20,Vomiting +  Breathlessness,"Heart Attack, Hepatitis B, Migraine",5,7
Heart Attack,29,6,45,6,12,20,Vomiting +  Sunken Eyes,"Gastroenteritis, Jaundice, Fungal Infection",0,7
Varicose Veins,11,12,8,30,33,28,Joint Pain +  Vomiting,"Hepatitis E, Hypoglycemia, Hyperthyroidism",1,7
Hypothyroidism,11,45,12,27,20,8,Acidity +  Indigestion,"Migraine, Arthritis, Hypothyroidism",5,7
Hyperthyroidism,11,24,52,34,30,7,Itching +  Skin Rash,"Drug Reaction, Acne, Dengue",0,7
Hypoglycemia,29,15,2,40,12,20,Joint Pain +  Vomiting,"Hepatitis A, Psoriasis",5,7
Osteoarthristis,16,26,27,20,31,22,Chills +  Fatigue,"Pneumonia, Allergy, Gastroenteritis",6,7
Arthritis,19,36,46,28,25,20,Skin Rash +  High Fever,"Impetigo, Bronchial Asthma, Hypoglycemia",5,7
(Vertigo) Paroymsal  Positional Vertigo,29,17,33,38,22,29,Joint Pain +  Neck Pain,"Osteoarthristis, Jaundice, Drug Reaction",2,7
Acne,25,31,3,35,12,20,Vomiting +  Fatigue,"Hypoglycemia, Bronchial Asthma",8,7
Urinary Tract Infection,4,4,22,7,12,20,Chills +  Vomiting,"Malaria, Dimorphic Hemmorhoids(Piles), Pneumonia",0,7
Psoriasis,25,20,42,36,27,15,Itching +  Vomiting,"Jaundice, Urinary Tract Infection, Impetigo",0,7
Impetigo,25,18,4,33,35,20,Vomiting +  Weakness Of One Body Side,"Paralysis (Brain Hemorrhage), Alcoholic Hepatitis, Dimorphic Hemmorhoids(Piles)",8,7
Fungal Infection,15,35,35,11,12,20,Fatigue +  Yellowish Skin,"Hepatitis C, Chicken Pox, Arthritis",1,7
Allergy,8,33,11,45,12,20,Itching +  Skin Rash,"Drug Reaction, Dengue, Chicken Pox",3,7
Gerd,27,1,48,44,4,3,Fatigue +  Cough,"Bronchial Asthma, Peptic Ulcer Diseae, Malaria",6,7
Chronic Cholestasis,15,42,53,29,21,0,Vomiting +  Fatigue,"Hypoglycemia, Cervical Spondylosis, Peptic Ulcer Diseae",4,7
Drug Reaction,15,35,44,5,28,20,Muscle Wasting +  Patches In Throat,"Aids, Hepatitis C, Gerd",1,7
Peptic Ulcer Diseae,29,19,29,0,26,16,Itching +  Fatigue,"Hepatitis B, Impetigo, Osteoarthristis",2,7
Aids,18,30,24,15,12,20,Skin Rash +  Pus Filled Pimples,"Acne, Hypoglycemia, Paralysis (Brain Hemorrhage)",7,7
Diabetes,11,46,39,24,17,1,Fatigue +  Nausea,"Hepatitis C, Bronchial Asthma, Gerd",3,7
Gastroenteritis,29,38,16,10,12,20,Vomiting +  Fatigue,"Hypoglycemia, Pneumonia, Diabetes",4,7
Bronchial Asthma,11,11,24,4,10,19,Chills +  Vomiting,"Tuberculosis, Heart Attack, (Vertigo) Paroymsal  Positional Vertigo",1,7
Hypertension,12,8,19,26,19,20,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, Paralysis (Brain Hemorrhage), Common Cold",5,7
Migraine,0,19,23,3,9,25,Skin Rash +  Joint Pain,"Psoriasis, Pneumonia, Chronic Cholestasis",7,7
Cervical Spondylosis,1,43,34,13,22,20,Continuous Sneezing +  Chills,"Common Cold, Aids, Arthritis",1,7
Paralysis (Brain Hemorrhage),29,17,51,1,12,20,Continuous Sneezing +  Chills,"Common Cold, Drug Reaction, Aids",7,7
Jaundice,15,42,21,46,13,31,Fatigue +  Weight Loss,"Diabetes , Hepatitis A, Migraine",6,7
Malaria,6,42,24,40,12,20,Skin Rash +  Pus Filled Pimples,"Acne, Typhoid, Gerd",1,7
Chicken Pox,15,35,21,24,13,12,Itching +  Skin Rash,"Chicken Pox, Dimorphic Hemmorhoids(Piles), Fungal Infection",6,7
Dengue,25,9,26,44,11,13,Skin Rash +  Joint Pain,"Psoriasis, Hyperthyroidism, Arthritis",6,7
Typhoid,6,42,21,19,12,20,Chills +  Vomiting,"Tuberculosis, Urinary Tract Infection, Paralysis (Brain Hemorrhage)",7,7
Hepatitis A,16,42,53,9,24,17,Fatigue +  Cold Hands And Feets,"Hypothyroidism, Hepatitis A",5,7
Hepatitis B,15,15,28,49,5,17,Vomiting +  Nausea,"(Vertigo) Paroymsal  Positional Vertigo, Cervical Spondylosis, Paralysis (Brain Hemorrhage)",5,7
Hepatitis C,11,47,33,25,36,9,Itching +  Skin Rash,"Fungal Infection, Migraine, Hepatitis E",9,7
Hepatitis D,16,42,21,49,5,20,Joint Pain +  Vomiting,"Hepatitis A, Hepatitis C, Heart Attack",3,7
Hepatitis E,16,42,21,19,37,5,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Aids, Arthritis",3,7
Alcoholic Hepatitis,29,47,0,42,7,14,Itching +  Skin Rash,"Chicken Pox, Hepatitis D, Tuberculosis",7,7
Tuberculosis,6,42,21,46,4,13,Chills +  Fatigue,"Pneumonia, Dengue, Migraine",4,7
Common Cold,8,9,21,8,13,12,Chills +  Vomiting,"Tuberculosis, Urinary Tract Infection, Paralysis (Brain Hemorrhage)",2,7
Pneumonia,6,15,14,19,2,26,Fatigue +  Yellowish Skin,"Hepatitis C, Dengue, Chicken Pox",1,7
Dimorphic Hemmorhoids(Piles),7,28,37,2,18,20,Itching +  Vomiting,"Chronic Cholestasis, Dengue, Chicken Pox",5,7
Heart Attack,29,6,45,6,12,20,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Bronchial Asthma, Hepatitis B",8,7
Varicose Veins,11,12,8,30,33,28,Chills +  Vomiting,"Tuberculosis, Hypothyroidism, Paralysis (Brain Hemorrhage)",1,7
Hypothyroidism,11,45,12,27,20,8,Vomiting +  Headache,"Paralysis (Brain Hemorrhage), Hepatitis B",0,7
Hyperthyroidism,11,24,52,34,30,7,Itching +  Vomiting,"Jaundice, Hypothyroidism, Alcoholic Hepatitis",7,7
Hypoglycemia,29,15,2,40,12,20,Chills +  Vomiting,"Tuberculosis, Heart Attack, (Vertigo) Paroymsal  Positional Vertigo",3,7
Osteoarthristis,16,26,27,20,31,22,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, Osteoarthristis, Paralysis (Brain Hemorrhage)",3,7
Arthritis,19,36,46,28,25,20,Fatigue +  Weight Loss,"Diabetes , Psoriasis, Common Cold",4,7
(Vertigo) Paroymsal  Positional Vertigo,29,17,33,38,22,29,Chills +  Vomiting,"Tuberculosis, Hypoglycemia, Alcoholic Hepatitis",7,7
Acne,25,31,3,35,12,20,Itching +  Vomiting,"Jaundice, Hypoglycemia, Malaria",7,7
Urinary Tract Infection,4,4,22,7,12,20,Chills +  Fatigue,"Pneumonia, Migraine, Alcoholic Hepatitis",7,7
Psoriasis,25,20,42,36,27,15,Continuous Sneezing +  Shivering,"Allergy, Acne, Malaria",8,7
Impetigo,25,18,4,33,35,20,Fatigue +  Weight Loss,"Diabetes , Pneumonia, Urinary Tract Infection",6,7
Fungal Infection,15,35,35,11,12,20,Skin Rash +  Joint Pain,"Psoriasis, Varicose Veins, Paralysis (Brain Hemorrhage)",9,7
Allergy,8,33,11,45,12,20,Back Pain +  Weakness In Limbs,"Cervical Spondylosis, Fungal Infection, Chronic Cholestasis",1,7
Gerd,27,1,48,44,4,3,Skin Rash +  Pus Filled Pimples,"Acne, Diabetes , Dengue",3,7
Chronic Cholestasis,15,42,53,29,21,0,Chills +  Fatigue,"Pneumonia, Fungal Infection, Chronic Cholestasis",2,7
Drug Reaction,15,35,44,5,28,20,Itching +  Skin Rash,"Chicken Pox, Malaria, Arthritis",1,7
